계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,434.0,633.0,888.0,nan,220.0,213.0,291.0,nan
Operating Income,97.0,115.0,79.0,nan,-2.0,24.0,75.0,nan
Oper.Income(Rep.),97.0,115.0,79.0,nan,-2.0,24.0,75.0,nan
Net Income,95.0,58.0,101.0,nan,24.0,17.0,77.0,nan
Net Income(Contr.),94.0,51.0,108.0,nan,26.0,19.0,70.0,nan
Net Income(Minor.),0.0,8.0,-7.0,nan,-2.0,-2.0,7.0,nan
Total Assets,988.0,1581.0,1624.0,nan,1559.0,1503.0,1624.0,nan
Total Liabilities,422.0,622.0,563.0,nan,592.0,518.0,563.0,nan
Total Equity,566.0,960.0,1061.0,nan,967.0,985.0,1061.0,nan
Net Income(Contr.),565.0,818.0,925.0,nan,837.0,856.0,925.0,nan
Net Income(Minor.),1.0,142.0,136.0,nan,131.0,129.0,136.0,nan
Capital Stock,50.0,53.0,53.0,nan,53.0,53.0,53.0,nan
Total Debt/Equity,74.55,64.76,53.05,nan,61.18,52.63,53.05,nan
Reserve Ratio,1032.8,1462.55,1662.59,nan,1496.93,1533.68,1662.59,nan
Oper.Income Margin,22.26,18.13,8.89,nan,-1.07,11.43,25.93,nan
Net Income Margin,21.76,7.99,12.17,nan,12.03,9.0,23.99,nan
ROA,10.93,4.54,6.29,nan,6.32,4.46,19.59,nan
ROE,18.57,7.32,12.4,nan,12.84,9.07,31.37,nan
EPS(KRW),191.0,96.0,205.0,nan,50.0,36.0,133.0,nan
BPS(KRW),1098.0,1587.0,1791.0,nan,1622.0,1660.0,1791.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,72.09,21.23,nan,nan,nan,nan,nan
PBR,nan,4.37,2.43,nan,3.51,3.61,2.43,nan
Issued Shares,51660.0,52619.0,52619.0,nan,52619.0,52619.0,52619.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
