계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,650.0,859.0,895.0,nan,227.0,176.0,287.0,nan
Operating Income,2.0,37.0,55.0,nan,16.0,3.0,20.0,nan
Oper.Income(Rep.),2.0,37.0,55.0,nan,16.0,3.0,20.0,nan
Net Income,-21.0,30.0,45.0,nan,18.0,-6.0,16.0,nan
Net Income(Contr.),-21.0,30.0,45.0,nan,18.0,-6.0,16.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,555.0,607.0,597.0,nan,651.0,572.0,597.0,nan
Total Liabilities,392.0,430.0,375.0,nan,436.0,356.0,375.0,nan
Total Equity,163.0,177.0,222.0,nan,215.0,215.0,222.0,nan
Net Income(Contr.),163.0,177.0,222.0,nan,215.0,215.0,222.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,163.0,163.0,163.0,nan,163.0,163.0,163.0,nan
Total Debt/Equity,240.85,243.68,169.07,nan,202.72,165.44,169.07,nan
Reserve Ratio,nan,8.25,35.94,nan,31.81,32.07,35.94,nan
Oper.Income Margin,0.34,4.33,6.17,nan,7.13,1.46,6.88,nan
Net Income Margin,-3.23,3.45,5.01,nan,7.86,-3.27,5.57,nan
ROA,-3.49,5.1,7.46,nan,11.29,-3.76,10.97,nan
ROE,-12.65,17.45,22.53,nan,34.89,-10.69,29.31,nan
EPS(KRW),-64.0,91.0,138.0,nan,55.0,-18.0,49.0,nan
BPS(KRW),499.0,541.0,680.0,nan,659.0,660.0,680.0,nan
DPS(KRW),nan,nan,20.0,nan,nan,nan,20.0,nan
PER,nan,12.95,11.56,nan,nan,nan,nan,nan
PBR,1.91,2.17,2.34,nan,1.48,1.27,2.34,nan
Issued Shares,32628.0,32628.0,32628.0,nan,32628.0,32628.0,32628.0,nan
Div Yield,nan,nan,1.26,nan,nan,nan,1.26,nan
