계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,343.0,195.0,131.0,nan,nan,nan,nan,nan
Operating Income,40.0,-21.0,-53.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),40.0,-21.0,-53.0,nan,nan,nan,0.0,nan
Net Income,39.0,-58.0,-38.0,nan,nan,nan,nan,nan
Net Income(Contr.),39.0,-58.0,-38.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,264.0,303.0,281.0,nan,nan,nan,281.0,nan
Total Liabilities,84.0,61.0,72.0,nan,nan,nan,72.0,nan
Total Equity,180.0,242.0,208.0,nan,nan,nan,208.0,nan
Net Income(Contr.),180.0,242.0,208.0,nan,nan,nan,208.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,13.0,30.0,30.0,nan,nan,nan,30.0,nan
Total Debt/Equity,46.74,25.27,34.74,nan,nan,nan,34.74,nan
Reserve Ratio,1267.04,713.94,603.6,nan,nan,nan,603.6,nan
Oper.Income Margin,11.52,-10.9,-40.67,nan,nan,nan,nan,nan
Net Income Margin,11.32,-29.8,-28.56,nan,nan,nan,nan,nan
ROA,16.05,-20.47,-12.86,nan,nan,nan,nan,nan
ROE,24.39,-27.51,-16.67,nan,nan,nan,nan,nan
EPS(KRW),136.0,-194.0,-125.0,nan,nan,nan,0.0,nan
BPS(KRW),632.0,814.0,704.0,nan,nan,nan,704.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,3.32,4.46,nan,nan,nan,4.46,nan
Issued Shares,28514.0,29914.0,29914.0,nan,nan,nan,29914.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
