계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,374,272,411.0,nan,nan,90.0,nan,nan
Operating Income,15,-7,6.0,nan,nan,-17.0,nan,nan
Oper.Income(Rep.),15,-7,6.0,nan,0.0,-17.0,0.0,nan
Net Income,-57,-1,6.0,nan,nan,-18.0,nan,nan
Net Income(Contr.),-57,-1,6.0,nan,nan,-18.0,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,361,475,531.0,nan,557.0,489.0,531.0,nan
Total Liabilities,426,427,441.0,nan,463.0,410.0,441.0,nan
Total Equity,-65,48,89.0,nan,94.0,80.0,89.0,nan
Net Income(Contr.),-65,48,89.0,nan,94.0,80.0,89.0,nan
Net Income(Minor.),0,0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,13,18,38.0,nan,38.0,38.0,38.0,nan
Total Debt/Equity,Completely Impaired capital,891.82,494.75,nan,491.77,513.4,494.75,nan
Reserve Ratio,nan,164.18,132.91,nan,145.55,108.33,132.91,nan
Oper.Income Margin,3.92,-2.61,1.55,nan,nan,-19.18,nan,nan
Net Income Margin,-15.34,-0.48,1.36,nan,nan,-19.56,nan,nan
ROA,N/A(IFRS),-0.31,1.11,nan,nan,-13.44,0.0,nan
ROE,N/A(IFRS),Completely Impaired capital,8.14,nan,nan,-80.85,0.0,nan
EPS(KRW),-956,-21,73.0,nan,0.0,-229.0,0.0,nan
BPS(KRW),-1069,660,1165.0,nan,1228.0,1042.0,1165.0,nan
DPS(KRW),15,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,nan,nan,nan,nan,nan,nan,nan,nan
Issued Shares,5275,7254,7660.0,nan,7660.0,7660.0,7660.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
