계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,332.0,271.0,244.0,nan,58.0,58.0,64.0,nan
Operating Income,-105.0,-173.0,-26.0,nan,8.0,-15.0,-16.0,nan
Oper.Income(Rep.),-105.0,-173.0,-26.0,nan,8.0,-15.0,-16.0,nan
Net Income,-137.0,-436.0,-28.0,nan,-0.0,-18.0,-7.0,nan
Net Income(Contr.),-137.0,-435.0,-28.0,nan,-0.0,-18.0,-7.0,nan
Net Income(Minor.),-0.0,-1.0,nan,nan,nan,nan,nan,nan
Total Assets,774.0,306.0,228.0,nan,291.0,247.0,228.0,nan
Total Liabilities,472.0,160.0,108.0,nan,147.0,120.0,108.0,nan
Total Equity,302.0,146.0,120.0,nan,145.0,128.0,120.0,nan
Net Income(Contr.),302.0,146.0,119.0,nan,145.0,128.0,119.0,nan
Net Income(Minor.),-0.0,-0.0,1.0,nan,-0.0,-0.0,1.0,nan
Capital Stock,54.0,87.0,87.0,nan,87.0,87.0,87.0,nan
Total Debt/Equity,156.29,109.98,89.49,nan,101.2,93.72,89.49,nan
Reserve Ratio,455.85,68.18,37.08,nan,67.01,47.32,37.08,nan
Oper.Income Margin,-31.57,-63.84,-10.66,nan,13.84,-25.68,-24.56,nan
Net Income Margin,-41.23,-160.8,-11.61,nan,-0.08,-31.14,-11.32,nan
ROA,-16.68,-80.74,-10.61,nan,-0.06,-26.77,-12.16,nan
ROE,-42.32,-194.16,-21.35,nan,-0.13,-52.78,-23.38,nan
EPS(KRW),-1261.0,-2834.0,-163.0,nan,-0.0,-104.0,-42.0,nan
BPS(KRW),2779.0,841.0,685.0,nan,835.0,737.0,685.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.83,4.24,4.33,nan,3.55,4.03,4.33,nan
Issued Shares,10874.0,17386.0,17386.0,nan,17386.0,17386.0,17386.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
