계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1963.0,2525.0,3028.0,nan,692.0,717.0,963.0,nan
Operating Income,6.0,14.0,28.0,nan,-2.0,2.0,24.0,nan
Oper.Income(Rep.),6.0,14.0,28.0,nan,-2.0,2.0,24.0,nan
Net Income,37.0,15.0,7.0,nan,1.0,1.0,-4.0,nan
Net Income(Contr.),37.0,15.0,7.0,nan,1.0,1.0,-4.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1651.0,1915.0,2291.0,nan,2015.0,1993.0,2291.0,nan
Total Liabilities,613.0,882.0,1251.0,nan,974.0,942.0,1251.0,nan
Total Equity,1038.0,1033.0,1041.0,nan,1041.0,1051.0,1041.0,nan
Net Income(Contr.),1038.0,1033.0,1041.0,nan,1041.0,1051.0,1041.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,90.0,90.0,90.0,nan,90.0,90.0,90.0,nan
Total Debt/Equity,58.99,85.47,120.15,nan,93.62,89.69,120.15,nan
Reserve Ratio,1049.03,1042.5,1051.72,nan,1051.72,1062.47,1051.72,nan
Oper.Income Margin,0.29,0.54,0.93,nan,-0.22,0.27,2.54,nan
Net Income Margin,1.9,0.58,0.24,nan,0.11,0.18,-0.42,nan
ROA,2.31,0.83,0.35,nan,0.16,0.25,-0.76,nan
ROE,3.67,1.42,0.71,nan,0.3,0.48,-1.57,nan
EPS(KRW),207.0,82.0,41.0,nan,4.0,7.0,-23.0,nan
BPS(KRW),5745.0,5713.0,5759.0,nan,5759.0,5812.0,5759.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,15.86,38.35,59.79,nan,nan,nan,nan,nan
PBR,0.57,0.55,0.42,nan,0.49,0.45,0.42,nan
Issued Shares,18074.0,18074.0,18074.0,nan,18074.0,18074.0,18074.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
