계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,6918.0,9258.0,6626.0,10672.0,1734.0,1992.0,1630.0,2257.0
Operating Income,719.0,756.0,418.0,646.0,150.0,152.0,27.0,88.0
Oper.Income(Rep.),719.0,756.0,418.0,nan,150.0,152.0,27.0,nan
Net Income,280.0,575.0,169.0,410.0,30.0,94.0,1.0,41.0
Net Income(Contr.),223.0,575.0,164.0,403.0,28.0,91.0,4.0,40.0
Net Income(Minor.),58.0,1.0,5.0,nan,2.0,3.0,-2.0,nan
Total Assets,12200.0,14319.0,14219.0,16028.0,14480.0,13769.0,14219.0,nan
Total Liabilities,6940.0,7331.0,7084.0,8529.0,7417.0,6612.0,7084.0,nan
Total Equity,5260.0,6988.0,7135.0,7500.0,7063.0,7157.0,7135.0,nan
Net Income(Contr.),5208.0,6946.0,7088.0,7447.0,7016.0,7107.0,7088.0,nan
Net Income(Minor.),52.0,42.0,47.0,53.0,47.0,49.0,47.0,nan
Capital Stock,266.0,296.0,296.0,298.0,296.0,296.0,296.0,nan
Total Debt/Equity,131.96,104.9,99.29,113.72,105.02,92.39,99.29,nan
Reserve Ratio,1856.5,2246.87,2294.78,nan,2270.45,2301.33,2294.78,nan
Oper.Income Margin,10.4,8.17,6.31,6.06,8.64,7.63,1.64,3.9
Net Income Margin,3.22,6.21,2.47,3.77,1.61,4.57,0.23,1.76
ROA,2.86,4.34,1.18,2.71,0.81,2.66,0.04,1.16
ROE,6.73,9.46,2.34,5.54,1.6,5.16,0.21,2.24
EPS(KRW),512.0,971.0,277.0,680.0,47.0,154.0,6.0,67.0
BPS(KRW),9783.0,11734.0,11974.0,12580.0,11852.0,12007.0,11974.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,39.29,20.36,46.48,20.19,nan,nan,nan,nan
PBR,2.05,1.68,1.07,1.09,1.19,1.25,1.07,nan
Issued Shares,53235.0,59196.0,59196.0,nan,59196.0,59196.0,59196.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
