계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,341.0,323.0,348.0,nan,87.0,99.0,86.0,nan
Operating Income,10.0,19.0,23.0,nan,6.0,10.0,6.0,nan
Oper.Income(Rep.),10.0,19.0,23.0,nan,6.0,10.0,6.0,nan
Net Income,2.0,26.0,20.0,nan,2.0,12.0,3.0,nan
Net Income(Contr.),2.0,26.0,21.0,nan,2.0,12.0,3.0,nan
Net Income(Minor.),nan,nan,-1.0,nan,-0.0,-0.0,-0.0,nan
Total Assets,425.0,504.0,475.0,nan,490.0,480.0,475.0,nan
Total Liabilities,99.0,121.0,92.0,nan,120.0,99.0,92.0,nan
Total Equity,326.0,383.0,383.0,nan,370.0,381.0,383.0,nan
Net Income(Contr.),326.0,383.0,382.0,nan,370.0,379.0,382.0,nan
Net Income(Minor.),0.0,0.0,1.0,nan,0.0,1.0,1.0,nan
Capital Stock,42.0,42.0,42.0,nan,42.0,42.0,42.0,nan
Total Debt/Equity,30.24,31.66,23.99,nan,32.4,26.0,23.99,nan
Reserve Ratio,743.71,874.13,870.42,nan,842.14,864.96,870.42,nan
Oper.Income Margin,3.0,5.74,6.57,nan,6.41,9.97,6.72,nan
Net Income Margin,0.56,8.03,5.92,nan,2.53,11.98,3.97,nan
ROA,0.44,5.58,4.1,nan,1.7,9.55,2.75,nan
ROE,0.59,7.32,5.39,nan,2.35,12.67,3.58,nan
EPS(KRW),23.0,310.0,246.0,nan,26.0,142.0,41.0,nan
BPS(KRW),4219.0,4871.0,4852.0,nan,4711.0,4825.0,4852.0,nan
DPS(KRW),20.0,30.0,30.0,nan,nan,nan,30.0,nan
PER,267.24,27.78,28.22,nan,nan,nan,nan,nan
PBR,1.46,1.77,1.43,nan,1.57,1.38,1.43,nan
Issued Shares,8361.0,8361.0,8361.0,nan,8361.0,8361.0,8361.0,nan
Div Yield,0.33,0.35,0.43,nan,nan,nan,0.43,nan
