계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5250.0,5981.0,7123.0,nan,1919.0,1645.0,1791.0,nan
Operating Income,309.0,309.0,361.0,nan,96.0,47.0,135.0,nan
Oper.Income(Rep.),309.0,309.0,361.0,nan,96.0,47.0,135.0,nan
Net Income,135.0,200.0,197.0,nan,77.0,-1.0,67.0,nan
Net Income(Contr.),164.0,187.0,209.0,nan,81.0,2.0,70.0,nan
Net Income(Minor.),-29.0,14.0,-12.0,nan,-4.0,-3.0,-2.0,nan
Total Assets,2580.0,2485.0,3117.0,nan,3103.0,3087.0,3117.0,nan
Total Liabilities,1617.0,1352.0,1798.0,nan,1840.0,1825.0,1798.0,nan
Total Equity,963.0,1133.0,1319.0,nan,1263.0,1262.0,1319.0,nan
Net Income(Contr.),926.0,1077.0,1261.0,nan,1200.0,1201.0,1261.0,nan
Net Income(Minor.),37.0,57.0,58.0,nan,64.0,60.0,58.0,nan
Capital Stock,94.0,96.0,96.0,nan,96.0,96.0,96.0,nan
Total Debt/Equity,167.96,119.31,136.24,nan,145.64,144.66,136.24,nan
Reserve Ratio,907.51,1043.73,1233.13,nan,1169.39,1170.92,1233.13,nan
Oper.Income Margin,5.88,5.17,5.07,nan,4.98,2.84,7.56,nan
Net Income Margin,3.12,3.12,2.93,nan,4.24,0.13,3.88,nan
ROA,5.9,7.91,7.04,nan,10.66,-0.07,8.67,nan
ROE,21.45,18.64,17.88,nan,28.11,0.72,22.59,nan
EPS(KRW),941.0,970.0,1086.0,nan,422.0,11.0,361.0,nan
BPS(KRW),5038.0,5719.0,6666.0,nan,6347.0,6355.0,6666.0,nan
DPS(KRW),100.0,100.0,150.0,nan,nan,nan,150.0,nan
PER,4.01,4.23,4.47,nan,nan,nan,nan,nan
PBR,0.75,0.72,0.73,nan,1.04,0.87,0.73,nan
Issued Shares,18855.0,19246.0,19246.0,nan,19246.0,19246.0,19246.0,nan
Div Yield,2.65,2.44,3.09,nan,nan,nan,3.09,nan
