계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2090.0,1548.0,1610.0,nan,294.0,584.0,426.0,nan
Operating Income,189.0,-88.0,-10.0,nan,2.0,29.0,14.0,nan
Oper.Income(Rep.),189.0,-88.0,-10.0,nan,2.0,29.0,14.0,nan
Net Income,130.0,-86.0,-4.0,nan,16.0,10.0,11.0,nan
Net Income(Contr.),134.0,-85.0,-5.0,nan,16.0,9.0,10.0,nan
Net Income(Minor.),-4.0,-0.0,1.0,nan,-0.0,1.0,2.0,nan
Total Assets,2104.0,2071.0,2095.0,nan,2034.0,2198.0,2095.0,nan
Total Liabilities,962.0,1022.0,1041.0,nan,1009.0,1165.0,1041.0,nan
Total Equity,1142.0,1049.0,1054.0,nan,1024.0,1034.0,1054.0,nan
Net Income(Contr.),1102.0,1009.0,1013.0,nan,987.0,995.0,1013.0,nan
Net Income(Minor.),40.0,40.0,40.0,nan,38.0,39.0,40.0,nan
Capital Stock,80.0,80.0,80.0,nan,80.0,80.0,80.0,nan
Total Debt/Equity,84.3,97.46,98.82,nan,98.51,112.67,98.82,nan
Reserve Ratio,1271.17,1155.54,1160.87,nan,1127.42,1137.99,1160.87,nan
Oper.Income Margin,9.06,-5.71,-0.62,nan,0.67,4.99,3.37,nan
Net Income Margin,6.4,-5.52,-0.3,nan,5.43,1.61,2.25,nan
ROA,6.6,-4.1,-0.19,nan,3.11,1.93,2.08,nan
ROE,12.71,-8.1,-0.48,nan,6.5,3.79,3.82,nan
EPS(KRW),840.0,-537.0,-30.0,nan,100.0,59.0,60.0,nan
BPS(KRW),6918.0,6335.0,6362.0,nan,6193.0,6246.0,6362.0,nan
DPS(KRW),70.0,nan,nan,nan,nan,nan,nan,nan
PER,8.16,nan,nan,nan,nan,nan,nan,nan
PBR,0.99,1.47,0.74,nan,1.19,0.98,0.74,nan
Issued Shares,15930.0,15930.0,15930.0,nan,15930.0,15930.0,15930.0,nan
Div Yield,1.02,nan,nan,nan,nan,nan,nan,nan
