계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,122.0,41.0,53.0,nan,nan,nan,nan,nan
Operating Income,67.0,-21.0,-17.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),67.0,-21.0,-17.0,nan,nan,nan,0.0,nan
Net Income,56.0,-10.0,0.0,nan,nan,nan,nan,nan
Net Income(Contr.),56.0,-10.0,0.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,454.0,440.0,443.0,nan,nan,nan,443.0,nan
Total Liabilities,13.0,6.0,11.0,nan,nan,nan,11.0,nan
Total Equity,442.0,434.0,432.0,nan,nan,nan,432.0,nan
Net Income(Contr.),442.0,434.0,432.0,nan,nan,nan,432.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,31.0,31.0,149.0,nan,nan,nan,149.0,nan
Total Debt/Equity,2.84,1.39,2.66,nan,nan,nan,2.66,nan
Reserve Ratio,1672.82,1643.54,260.95,nan,nan,nan,260.95,nan
Oper.Income Margin,54.73,-50.16,-32.82,nan,nan,nan,nan,nan
Net Income Margin,45.96,-24.26,0.2,nan,nan,nan,nan,nan
ROA,12.3,-2.22,0.02,nan,nan,nan,nan,nan
ROE,13.58,-2.27,0.02,nan,nan,nan,nan,nan
EPS(KRW),189.0,-33.0,0.0,nan,nan,nan,0.0,nan
BPS(KRW),1841.0,1811.0,1805.0,nan,nan,nan,1805.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,25.08,nan,44493.45,nan,nan,nan,nan,nan
PBR,2.57,7.46,8.92,nan,nan,nan,8.92,nan
Issued Shares,29694.0,29764.0,29764.0,nan,nan,nan,29764.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
