계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1416.0,780.0,730.0,nan,176.0,170.0,181.0,nan
Operating Income,267.0,-7.0,14.0,nan,1.0,3.0,-4.0,nan
Oper.Income(Rep.),267.0,-7.0,14.0,nan,1.0,3.0,-4.0,nan
Net Income,195.0,33.0,20.0,nan,-4.0,6.0,-4.0,nan
Net Income(Contr.),195.0,33.0,20.0,nan,-4.0,6.0,-4.0,nan
Net Income(Minor.),nan,0.0,-0.0,nan,-0.0,-0.0,-0.0,nan
Total Assets,1845.0,1713.0,1701.0,nan,1718.0,1701.0,1701.0,nan
Total Liabilities,181.0,86.0,86.0,nan,89.0,79.0,86.0,nan
Total Equity,1664.0,1627.0,1615.0,nan,1628.0,1622.0,1615.0,nan
Net Income(Contr.),1664.0,1626.0,1614.0,nan,1627.0,1621.0,1614.0,nan
Net Income(Minor.),0.0,1.0,1.0,nan,1.0,1.0,1.0,nan
Capital Stock,143.0,143.0,143.0,nan,143.0,143.0,143.0,nan
Total Debt/Equity,10.88,5.32,5.31,nan,5.49,4.89,5.31,nan
Reserve Ratio,1125.18,1058.44,1077.4,nan,1072.55,1075.3,1077.4,nan
Oper.Income Margin,18.87,-0.95,1.92,nan,0.31,1.47,-2.07,nan
Net Income Margin,13.74,4.24,2.7,nan,-2.15,3.31,-2.28,nan
ROA,10.18,1.86,1.15,nan,-0.88,1.31,-0.98,nan
ROE,11.86,2.01,1.22,nan,-0.92,1.38,-1.02,nan
EPS(KRW),688.0,120.0,72.0,nan,-14.0,21.0,-15.0,nan
BPS(KRW),6212.0,6089.0,6188.0,nan,6163.0,6177.0,6188.0,nan
DPS(KRW),260.0,50.0,50.0,nan,nan,nan,50.0,nan
PER,6.39,28.34,38.7,nan,nan,nan,nan,nan
PBR,0.71,0.56,0.45,nan,0.5,0.48,0.45,nan
Issued Shares,28277.0,27277.0,27277.0,nan,27277.0,27277.0,27277.0,nan
Div Yield,5.91,1.47,1.79,nan,nan,nan,1.79,nan
