계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,192.0,243.0,198.0,nan,105.0,56.0,-38.0,nan
Operating Income,16.0,-124.0,-121.0,nan,-20.0,-4.0,-78.0,nan
Oper.Income(Rep.),16.0,-124.0,-121.0,nan,-20.0,-4.0,-78.0,nan
Net Income,-5.0,-171.0,-248.0,nan,-2.0,-14.0,-205.0,nan
Net Income(Contr.),-4.0,-167.0,-238.0,nan,0.0,-18.0,-198.0,nan
Net Income(Minor.),-1.0,-5.0,-10.0,nan,-3.0,4.0,-7.0,nan
Total Assets,721.0,602.0,308.0,nan,591.0,541.0,308.0,nan
Total Liabilities,373.0,424.0,194.0,nan,434.0,404.0,194.0,nan
Total Equity,348.0,177.0,114.0,nan,156.0,137.0,114.0,nan
Net Income(Contr.),335.0,153.0,104.0,nan,136.0,112.0,104.0,nan
Net Income(Minor.),13.0,24.0,11.0,nan,20.0,24.0,11.0,nan
Capital Stock,52.0,52.0,170.0,nan,52.0,52.0,170.0,nan
Total Debt/Equity,107.26,239.43,169.56,nan,278.3,296.0,169.56,nan
Reserve Ratio,547.11,192.68,nan,nan,160.48,115.41,nan,nan
Oper.Income Margin,8.45,-51.07,-60.78,nan,-19.06,-7.13,203.8,nan
Net Income Margin,-2.29,-68.63,-119.8,nan,0.17,-32.09,518.05,nan
ROA,-0.99,-25.86,-54.52,nan,-1.62,-9.78,-192.86,nan
ROE,-1.31,-68.27,-185.45,nan,0.54,-57.49,-731.82,nan
EPS(KRW),-25.0,-923.0,-1175.0,nan,1.0,-99.0,-739.0,nan
BPS(KRW),1871.0,846.0,305.0,nan,753.0,623.0,305.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,2.15,4.09,7.47,nan,1.93,2.89,7.47,nan
Issued Shares,17906.0,18062.0,33923.0,nan,18062.0,18062.0,33923.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
