계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,217.0,157.0,246.0,nan,nan,nan,nan,nan
Operating Income,6.0,-22.0,-49.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),6.0,-22.0,-49.0,nan,nan,nan,0.0,nan
Net Income,-38.0,-63.0,-93.0,nan,nan,nan,nan,nan
Net Income(Contr.),-38.0,-63.0,-93.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,710.0,668.0,625.0,nan,nan,nan,625.0,nan
Total Liabilities,379.0,380.0,302.0,nan,nan,nan,302.0,nan
Total Equity,331.0,288.0,322.0,nan,nan,nan,322.0,nan
Net Income(Contr.),331.0,288.0,322.0,nan,nan,nan,322.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,50.0,51.0,54.0,nan,nan,nan,54.0,nan
Total Debt/Equity,114.66,131.61,93.77,nan,nan,nan,93.77,nan
Reserve Ratio,564.23,469.2,491.77,nan,nan,nan,491.77,nan
Oper.Income Margin,2.98,-14.2,-20.07,nan,nan,nan,nan,nan
Net Income Margin,-17.38,-40.02,-37.99,nan,nan,nan,nan,nan
ROA,-6.06,-9.12,-14.43,nan,nan,nan,nan,nan
ROE,-12.47,-20.3,-30.54,nan,nan,nan,nan,nan
EPS(KRW),-379.0,-620.0,-858.0,nan,nan,nan,0.0,nan
BPS(KRW),3321.0,2846.0,2959.0,nan,nan,nan,2959.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,5.71,7.61,5.4,nan,nan,nan,5.4,nan
Issued Shares,9957.0,10135.0,10893.0,nan,nan,nan,10893.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
