계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,385.0,429.0,496.0,584.0,119.0,104.0,203.0,85.0
Operating Income,69.0,65.0,98.0,117.0,19.0,22.0,62.0,1.0
Oper.Income(Rep.),69.0,65.0,98.0,nan,19.0,22.0,62.0,nan
Net Income,71.0,62.0,109.0,121.0,22.0,22.0,62.0,1.0
Net Income(Contr.),71.0,62.0,109.0,121.0,22.0,22.0,62.0,1.0
Net Income(Minor.),nan,nan,0.0,nan,0.0,nan,0.0,nan
Total Assets,597.0,636.0,693.0,876.0,637.0,634.0,693.0,nan
Total Liabilities,118.0,131.0,125.0,181.0,129.0,127.0,125.0,nan
Total Equity,479.0,505.0,568.0,695.0,508.0,506.0,568.0,nan
Net Income(Contr.),479.0,505.0,568.0,695.0,508.0,506.0,568.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,47.0,47.0,47.0,47.0,47.0,47.0,47.0,nan
Total Debt/Equity,24.62,26.0,22.04,26.04,25.48,25.14,22.04,nan
Reserve Ratio,1008.56,1118.69,1185.02,nan,1124.21,1121.19,1185.02,nan
Oper.Income Margin,18.0,15.08,19.84,20.03,15.68,21.56,30.42,1.18
Net Income Margin,18.58,14.56,21.99,20.72,18.19,21.33,30.47,1.18
ROA,12.72,10.13,16.41,15.42,13.89,13.95,37.37,0.58
ROE,16.05,12.69,20.33,19.16,17.29,17.49,46.15,0.7
EPS(KRW),757.0,661.0,1165.0,1333.0,229.0,235.0,678.0,11.0
BPS(KRW),5543.0,6093.0,6683.0,8084.0,6121.0,6106.0,6683.0,nan
DPS(KRW),150.0,200.0,250.0,250.0,nan,nan,250.0,nan
PER,10.86,19.07,8.01,12.11,nan,nan,nan,nan
PBR,1.48,2.07,1.4,2.0,1.49,1.61,1.4,nan
Issued Shares,9445.0,9445.0,9080.0,nan,9445.0,9445.0,9080.0,nan
Div Yield,1.82,1.59,2.68,nan,nan,nan,2.68,nan
