계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5193.0,3656.0,4504.0,nan,1117.0,1183.0,1043.0,nan
Operating Income,324.0,227.0,209.0,nan,36.0,56.0,42.0,nan
Oper.Income(Rep.),324.0,227.0,209.0,nan,36.0,56.0,42.0,nan
Net Income,313.0,235.0,261.0,nan,44.0,36.0,83.0,nan
Net Income(Contr.),313.0,235.0,261.0,nan,44.0,36.0,83.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2191.0,2056.0,2644.0,nan,2562.0,2392.0,2644.0,nan
Total Liabilities,946.0,585.0,975.0,nan,911.0,809.0,975.0,nan
Total Equity,1245.0,1471.0,1669.0,nan,1652.0,1583.0,1669.0,nan
Net Income(Contr.),1245.0,1471.0,1669.0,nan,1652.0,1583.0,1669.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,83.0,83.0,83.0,nan,83.0,83.0,83.0,nan
Total Debt/Equity,75.97,39.77,58.43,nan,55.15,51.12,58.43,nan
Reserve Ratio,1406.89,1727.12,2023.2,nan,1953.96,1961.51,2023.2,nan
Oper.Income Margin,6.23,6.22,4.65,nan,3.24,4.7,4.05,nan
Net Income Margin,6.03,6.43,5.8,nan,3.97,3.04,8.0,nan
ROA,15.96,11.08,11.11,nan,6.96,5.82,13.26,nan
ROE,34.51,17.32,16.64,nan,10.91,8.91,20.53,nan
EPS(KRW),2119.0,1450.0,1607.0,nan,272.0,221.0,515.0,nan
BPS(KRW),7719.0,9358.0,11430.0,nan,10520.0,10558.0,11430.0,nan
DPS(KRW),nan,nan,650.0,nan,nan,nan,650.0,nan
PER,8.12,9.72,8.23,nan,nan,nan,nan,nan
PBR,2.23,1.51,1.16,nan,1.29,1.27,1.16,nan
Issued Shares,16129.0,16252.0,15474.0,nan,16264.0,16264.0,15474.0,nan
Div Yield,nan,nan,4.92,nan,nan,nan,4.92,nan
