계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,160.0,174.0,196.0,nan,nan,nan,nan,nan
Operating Income,-22.0,-26.0,-25.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-22.0,-26.0,-25.0,nan,nan,nan,0.0,nan
Net Income,-20.0,-24.0,-24.0,nan,nan,nan,nan,nan
Net Income(Contr.),-20.0,-24.0,-24.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,412.0,393.0,433.0,nan,nan,nan,433.0,nan
Total Liabilities,122.0,141.0,160.0,nan,nan,nan,160.0,nan
Total Equity,290.0,251.0,273.0,nan,nan,nan,273.0,nan
Net Income(Contr.),290.0,251.0,273.0,nan,nan,nan,273.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,73.0,73.0,73.0,nan,nan,nan,73.0,nan
Total Debt/Equity,41.95,56.2,58.47,nan,nan,nan,58.47,nan
Reserve Ratio,295.52,242.8,272.67,nan,nan,nan,272.67,nan
Oper.Income Margin,-13.67,-15.14,-12.49,nan,nan,nan,nan,nan
Net Income Margin,-12.77,-14.03,-12.0,nan,nan,nan,nan,nan
ROA,-4.97,-6.06,-5.71,nan,nan,nan,nan,nan
ROE,-6.82,-9.0,-8.98,nan,nan,nan,nan,nan
EPS(KRW),-140.0,-166.0,-161.0,nan,nan,nan,0.0,nan
BPS(KRW),1978.0,1714.0,1863.0,nan,nan,nan,1863.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.54,4.1,2.49,nan,nan,nan,2.49,nan
Issued Shares,14670.0,14670.0,14670.0,nan,nan,nan,14670.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
