계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,71.0,65.0,53.0,nan,4.0,4.0,8.0,nan
Operating Income,-36.0,-25.0,-34.0,nan,-16.0,-10.0,-12.0,nan
Oper.Income(Rep.),-36.0,-25.0,-34.0,nan,-16.0,-10.0,-12.0,nan
Net Income,-24.0,-63.0,2.0,nan,-9.0,-5.0,-11.0,nan
Net Income(Contr.),-24.0,-63.0,2.0,nan,-9.0,-5.0,-11.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,281.0,288.0,281.0,nan,309.0,283.0,281.0,nan
Total Liabilities,180.0,191.0,117.0,nan,147.0,124.0,117.0,nan
Total Equity,101.0,97.0,163.0,nan,162.0,159.0,163.0,nan
Net Income(Contr.),101.0,97.0,163.0,nan,162.0,159.0,163.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,102.0,103.0,108.0,nan,103.0,103.0,108.0,nan
Total Debt/Equity,177.36,196.45,71.81,nan,90.24,77.95,71.81,nan
Reserve Ratio,nan,nan,51.98,nan,57.01,53.54,51.98,nan
Oper.Income Margin,-50.34,-38.43,-65.16,nan,-400.81,-272.83,-161.94,nan
Net Income Margin,-33.6,-97.29,4.52,nan,-234.53,-134.42,-150.92,nan
ROA,-7.85,-22.09,0.84,nan,-12.59,-6.49,-16.15,nan
ROE,-21.27,-63.32,1.83,nan,-25.33,-11.96,-28.24,nan
EPS(KRW),-117.0,-306.0,11.0,nan,-45.0,-23.0,-54.0,nan
BPS(KRW),496.0,471.0,760.0,nan,785.0,768.0,760.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,173.15,nan,nan,nan,nan,nan
PBR,2.67,7.04,2.62,nan,2.55,2.43,2.62,nan
Issued Shares,20465.0,20608.0,21514.0,nan,20695.0,20695.0,21514.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
