계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1081.0,1299.0,1387.0,nan,413.0,335.0,298.0,nan
Operating Income,74.0,125.0,93.0,nan,45.0,19.0,-6.0,nan
Oper.Income(Rep.),74.0,125.0,93.0,nan,45.0,19.0,-6.0,nan
Net Income,383.0,-14.0,214.0,nan,13.0,54.0,181.0,nan
Net Income(Contr.),382.0,-17.0,211.0,nan,12.0,54.0,181.0,nan
Net Income(Minor.),1.0,3.0,2.0,nan,2.0,0.0,-1.0,nan
Total Assets,3770.0,3730.0,3626.0,nan,3654.0,3699.0,3626.0,nan
Total Liabilities,1218.0,1201.0,888.0,nan,1188.0,1180.0,888.0,nan
Total Equity,2552.0,2529.0,2738.0,nan,2466.0,2519.0,2738.0,nan
Net Income(Contr.),2537.0,2509.0,2714.0,nan,2442.0,2495.0,2714.0,nan
Net Income(Minor.),15.0,20.0,24.0,nan,24.0,24.0,24.0,nan
Capital Stock,91.0,91.0,91.0,nan,91.0,91.0,91.0,nan
Total Debt/Equity,47.74,47.51,32.43,nan,48.16,46.82,32.43,nan
Reserve Ratio,2688.68,2657.71,2884.07,nan,2584.39,2643.14,2884.07,nan
Oper.Income Margin,6.85,9.61,6.72,nan,10.83,5.52,-1.94,nan
Net Income Margin,35.38,-1.33,15.24,nan,2.83,15.99,60.75,nan
ROA,11.05,-0.37,5.82,nan,1.47,5.84,19.74,nan
ROE,16.32,-0.68,8.1,nan,1.92,8.69,27.84,nan
EPS(KRW),2102.0,-95.0,1162.0,nan,64.0,295.0,997.0,nan
BPS(KRW),13943.0,13789.0,14920.0,nan,13422.0,13716.0,14920.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,1.88,nan,2.91,nan,nan,nan,nan,nan
PBR,0.28,0.27,0.23,nan,0.37,0.3,0.23,nan
Issued Shares,18193.0,18193.0,18193.0,nan,18193.0,18193.0,18193.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
