계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,5700.0,6340.0,6493.0,nan,1679.0,1610.0,1639.0,nan
Operating Income,171.0,209.0,264.0,nan,143.0,107.0,-53.0,nan
Oper.Income(Rep.),171.0,209.0,264.0,nan,143.0,107.0,-53.0,nan
Net Income,117.0,130.0,91.0,nan,131.0,6.0,-93.0,nan
Net Income(Contr.),139.0,140.0,102.0,nan,127.0,2.0,-76.0,nan
Net Income(Minor.),-22.0,-9.0,-10.0,nan,4.0,4.0,-17.0,nan
Total Assets,6069.0,6491.0,6855.0,nan,6745.0,6563.0,6855.0,nan
Total Liabilities,4007.0,4289.0,4554.0,nan,4354.0,4200.0,4554.0,nan
Total Equity,2062.0,2202.0,2302.0,nan,2391.0,2363.0,2302.0,nan
Net Income(Contr.),1964.0,2109.0,2188.0,nan,2292.0,2263.0,2188.0,nan
Net Income(Minor.),99.0,93.0,114.0,nan,100.0,100.0,114.0,nan
Capital Stock,77.0,79.0,79.0,nan,79.0,79.0,79.0,nan
Total Debt/Equity,194.3,194.78,197.82,nan,182.07,177.74,197.82,nan
Reserve Ratio,2486.24,2592.77,2692.12,nan,2823.36,2787.09,2692.12,nan
Oper.Income Margin,2.99,3.3,4.07,nan,8.54,6.63,-3.23,nan
Net Income Margin,2.44,2.2,1.56,nan,7.55,0.14,-4.63,nan
ROA,2.04,2.08,1.37,nan,7.89,0.39,-5.55,nan
ROE,7.27,6.86,4.73,nan,22.88,0.39,-13.65,nan
EPS(KRW),907.0,884.0,642.0,nan,802.0,14.0,-480.0,nan
BPS(KRW),12931.0,13464.0,13961.0,nan,14617.0,14435.0,13961.0,nan
DPS(KRW),200.0,200.0,150.0,nan,nan,nan,150.0,nan
PER,7.71,9.16,8.84,nan,nan,nan,nan,nan
PBR,0.54,0.6,0.41,nan,0.47,0.43,0.41,nan
Issued Shares,15333.0,15809.0,15809.0,nan,15809.0,15809.0,15809.0,nan
Div Yield,2.86,2.47,2.64,nan,nan,nan,2.64,nan
