계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,973.0,1011.0,1026.0,nan,294.0,256.0,251.0,nan
Operating Income,105.0,103.0,107.0,nan,36.0,35.0,18.0,nan
Oper.Income(Rep.),105.0,103.0,107.0,nan,36.0,35.0,18.0,nan
Net Income,119.0,87.0,52.0,nan,19.0,26.0,-2.0,nan
Net Income(Contr.),119.0,86.0,51.0,nan,20.0,26.0,-2.0,nan
Net Income(Minor.),-0.0,1.0,1.0,nan,-1.0,0.0,0.0,nan
Total Assets,2105.0,2124.0,2211.0,nan,2138.0,2134.0,2211.0,nan
Total Liabilities,1176.0,1135.0,1240.0,nan,1137.0,1138.0,1240.0,nan
Total Equity,929.0,990.0,971.0,nan,1001.0,996.0,971.0,nan
Net Income(Contr.),888.0,948.0,945.0,nan,959.0,970.0,945.0,nan
Net Income(Minor.),41.0,42.0,26.0,nan,43.0,26.0,26.0,nan
Capital Stock,40.0,40.0,40.0,nan,40.0,40.0,40.0,nan
Total Debt/Equity,126.57,114.66,127.63,nan,113.53,114.29,127.63,nan
Reserve Ratio,2337.92,2485.82,2479.77,nan,2513.26,2540.87,2479.77,nan
Oper.Income Margin,10.78,10.14,10.47,nan,12.33,13.72,7.0,nan
Net Income Margin,12.28,8.46,5.0,nan,6.91,9.95,-0.78,nan
ROA,6.95,4.11,2.4,nan,3.69,4.86,-0.34,nan
ROE,14.38,9.32,5.42,nan,8.57,10.58,-0.82,nan
EPS(KRW),297.0,213.0,128.0,nan,51.0,64.0,-5.0,nan
BPS(KRW),2438.0,2586.0,2580.0,nan,2613.0,2641.0,2580.0,nan
DPS(KRW),40.0,40.0,70.0,nan,nan,nan,70.0,nan
PER,8.97,9.41,12.68,nan,nan,nan,nan,nan
PBR,1.1,0.78,0.63,nan,0.98,0.69,0.63,nan
Issued Shares,40138.0,40138.0,40138.0,nan,40138.0,40138.0,40138.0,nan
Div Yield,1.5,2.0,4.32,nan,nan,nan,4.32,nan
