계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1340.0,1217.0,1204.0,nan,292.0,290.0,318.0,nan
Operating Income,9.0,-4.0,11.0,nan,4.0,-10.0,19.0,nan
Oper.Income(Rep.),9.0,-4.0,11.0,nan,4.0,-10.0,19.0,nan
Net Income,-5.0,43.0,245.0,nan,2.0,-7.0,252.0,nan
Net Income(Contr.),-4.0,43.0,236.0,nan,-0.0,-8.0,247.0,nan
Net Income(Minor.),-2.0,0.0,9.0,nan,2.0,1.0,5.0,nan
Total Assets,4041.0,3916.0,4042.0,nan,3821.0,3936.0,4042.0,nan
Total Liabilities,1818.0,1634.0,1489.0,nan,1535.0,1651.0,1489.0,nan
Total Equity,2223.0,2282.0,2553.0,nan,2285.0,2285.0,2553.0,nan
Net Income(Contr.),2130.0,2181.0,2450.0,nan,2181.0,2178.0,2450.0,nan
Net Income(Minor.),93.0,101.0,103.0,nan,104.0,107.0,103.0,nan
Capital Stock,57.0,57.0,57.0,nan,57.0,57.0,57.0,nan
Total Debt/Equity,81.78,71.62,58.32,nan,67.18,72.27,58.32,nan
Reserve Ratio,3958.4,4046.49,4515.56,nan,4047.35,4041.06,4515.56,nan
Oper.Income Margin,0.67,-0.36,0.87,nan,1.41,-3.3,5.98,nan
Net Income Margin,-0.29,3.54,19.56,nan,-0.01,-2.77,77.51,nan
ROA,-0.18,1.09,6.16,nan,0.18,-0.74,25.23,nan
ROE,-0.21,2.0,10.17,nan,0.0,-1.48,42.63,nan
EPS(KRW),-34.0,376.0,2053.0,nan,-0.0,-70.0,2150.0,nan
BPS(KRW),20292.0,20732.0,23078.0,nan,20737.0,20705.0,23078.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,33.01,3.37,nan,nan,nan,nan,nan
PBR,0.61,0.6,0.3,nan,0.44,0.41,0.3,nan
Issued Shares,11470.0,11470.0,11470.0,nan,11470.0,11470.0,11470.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
