계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,560.0,613.0,631.0,nan,102.0,154.0,258.0,nan
Operating Income,-41.0,-61.0,4.0,nan,-12.0,13.0,-7.0,nan
Oper.Income(Rep.),-41.0,-61.0,4.0,nan,-12.0,13.0,-7.0,nan
Net Income,-47.0,-10.0,-5.0,nan,-7.0,37.0,-49.0,nan
Net Income(Contr.),-47.0,-10.0,-5.0,nan,-7.0,37.0,-49.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Total Assets,1157.0,1151.0,1265.0,nan,1216.0,1299.0,1265.0,nan
Total Liabilities,228.0,233.0,370.0,nan,310.0,355.0,370.0,nan
Total Equity,929.0,918.0,895.0,nan,907.0,944.0,895.0,nan
Net Income(Contr.),928.0,916.0,894.0,nan,905.0,942.0,894.0,nan
Net Income(Minor.),1.0,1.0,1.0,nan,1.0,1.0,1.0,nan
Capital Stock,162.0,162.0,162.0,nan,162.0,162.0,162.0,nan
Total Debt/Equity,24.5,25.38,41.29,nan,34.16,37.61,41.29,nan
Reserve Ratio,472.1,464.82,453.82,nan,460.87,483.6,453.82,nan
Oper.Income Margin,-7.31,-9.88,0.6,nan,-11.41,8.41,-2.6,nan
Net Income Margin,-8.45,-1.65,-0.76,nan,-6.84,24.21,-18.9,nan
ROA,-4.37,-0.87,-0.39,nan,-2.3,11.83,-15.2,nan
ROE,-5.3,-1.09,-0.53,nan,-3.06,16.11,-21.22,nan
EPS(KRW),-146.0,-31.0,-15.0,nan,-21.0,115.0,-150.0,nan
BPS(KRW),2861.0,2824.0,2769.0,nan,2804.0,2918.0,2769.0,nan
DPS(KRW),10.0,15.0,15.0,nan,nan,nan,15.0,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,2.24,1.72,0.98,nan,1.6,1.15,0.98,nan
Issued Shares,32446.0,32446.0,32446.0,nan,32446.0,32446.0,32446.0,nan
Div Yield,0.16,0.31,0.56,nan,nan,nan,0.56,nan
