계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,47561.0,46596.0,41142.0,44184.0,11082.0,9098.0,9389.0,11592.0
Operating Income,3325.0,4183.0,1842.0,2364.0,815.0,207.0,-109.0,688.0
Oper.Income(Rep.),3325.0,4183.0,1842.0,nan,815.0,207.0,-109.0,nan
Net Income,2296.0,2307.0,1084.0,1474.0,631.0,-254.0,32.0,464.0
Net Income(Contr.),2298.0,2307.0,1084.0,1465.0,631.0,-255.0,31.0,410.0
Net Income(Minor.),-2.0,-0.0,0.0,nan,-0.0,0.0,1.0,nan
Total Assets,47367.0,44184.0,42872.0,45841.0,44633.0,42778.0,42872.0,nan
Total Liabilities,31016.0,26051.0,24400.0,25976.0,25936.0,24159.0,24400.0,nan
Total Equity,16350.0,18133.0,18472.0,19865.0,18697.0,18619.0,18472.0,nan
Net Income(Contr.),16356.0,18151.0,18493.0,19854.0,18717.0,18638.0,18493.0,nan
Net Income(Minor.),-6.0,-18.0,-21.0,11.0,-20.0,-19.0,-21.0,nan
Capital Stock,1978.0,1996.0,1996.0,1986.0,1996.0,1996.0,1996.0,nan
Total Debt/Equity,189.7,143.67,132.09,130.76,138.72,129.75,132.09,nan
Reserve Ratio,727.62,809.93,827.02,nan,863.03,834.31,827.02,nan
Oper.Income Margin,6.99,8.98,4.48,5.35,7.36,2.28,-1.16,5.94
Net Income Margin,4.83,4.95,2.63,3.32,5.7,-2.8,0.33,3.54
ROA,4.82,5.04,2.49,3.32,5.61,-2.33,0.3,4.33
ROE,15.29,13.37,5.91,7.64,13.62,-5.45,0.68,8.87
EPS(KRW),1163.0,1156.0,550.0,760.0,316.0,-130.0,16.0,213.0
BPS(KRW),8276.0,9099.0,9605.0,10311.0,9630.0,9680.0,9605.0,nan
DPS(KRW),240.0,110.0,70.0,107.0,nan,nan,70.0,nan
PER,6.88,7.02,12.52,10.57,nan,nan,nan,nan
PBR,0.97,0.89,0.72,0.78,0.79,0.77,0.72,nan
Issued Shares,197763.0,199603.0,192656.0,nan,199603.0,192656.0,192656.0,nan
Div Yield,3.0,1.35,1.02,nan,nan,nan,1.02,nan
