계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Net Operating Revenue,1337.0,1242.0,1386.0,nan,327.0,337.0,346.0,nan
Operating Income,889.0,821.0,969.0,nan,188.0,247.0,250.0,nan
Oper.Income(Rep.),889.0,821.0,969.0,nan,188.0,247.0,250.0,nan
Net Income,651.0,662.0,811.0,nan,188.0,193.0,205.0,nan
Net Income(Contr.),651.0,662.0,811.0,nan,188.0,193.0,205.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,34683.0,39002.0,44603.0,nan,41101.0,41466.0,44603.0,nan
Total Liabilities,30117.0,32882.0,37866.0,nan,34702.0,34898.0,37866.0,nan
Total Equity,4566.0,6120.0,6737.0,nan,6399.0,6568.0,6737.0,nan
Net Income(Contr.),4566.0,6120.0,6737.0,nan,6399.0,6568.0,6737.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,1578.0,1578.0,1578.0,nan,1578.0,1578.0,1578.0,nan
Total Debt/Equity,659.52,537.25,562.07,nan,542.27,531.36,562.07,nan
Reserve Ratio,190.45,288.9,327.92,nan,306.53,317.2,327.92,nan
Oper.Income Margin,30.09,21.5,20.94,nan,16.08,21.5,19.87,nan
Net Income Margin,22.04,17.32,17.54,nan,16.06,16.79,16.31,nan
ROA,1.92,1.8,1.94,nan,1.83,1.87,1.91,nan
ROE,15.12,12.39,12.62,nan,11.91,11.9,12.33,nan
EPS(KRW),206.0,210.0,257.0,nan,60.0,61.0,65.0,nan
BPS(KRW),1452.0,1944.0,2140.0,nan,2033.0,2086.0,2140.0,nan
DPS(KRW),28.0,28.0,30.0,nan,nan,nan,30.0,nan
PER,3.62,2.8,2.13,nan,nan,nan,nan,nan
PBR,0.51,0.3,0.26,nan,0.3,0.27,0.26,nan
Issued Shares,315610.0,315610.0,315610.0,nan,315610.0,315610.0,315610.0,nan
Div Yield,3.75,4.77,5.48,nan,nan,nan,5.48,nan
