계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,82201.0,96706.0,107377.0,118896.0,26105.0,27156.0,28856.0,27990.0
Operating Income,13047.0,14888.0,19793.0,22852.0,4727.0,5253.0,5420.0,5111.0
Oper.Income(Rep.),13047.0,14888.0,19793.0,nan,4727.0,5253.0,5420.0,nan
Net Income,6732.0,9850.0,19320.0,18781.0,3321.0,5301.0,5140.0,4167.0
Net Income(Contr.),7603.0,10123.0,19232.0,19199.0,3384.0,5204.0,5539.0,4215.0
Net Income(Minor.),-871.0,-273.0,87.0,nan,-63.0,97.0,-399.0,nan
Total Assets,338990.0,357378.0,381679.0,402609.0,363023.0,373018.0,381679.0,nan
Total Liabilities,104487.0,114998.0,111670.0,114044.0,112575.0,111465.0,111670.0,nan
Total Equity,234503.0,242380.0,270009.0,288566.0,250448.0,261552.0,270009.0,nan
Net Income(Contr.),227441.0,232060.0,254599.0,274890.0,236158.0,246511.0,254599.0,nan
Net Income(Minor.),7062.0,10320.0,15410.0,13676.0,14290.0,15042.0,15410.0,nan
Capital Stock,165.0,165.0,165.0,162.0,165.0,165.0,165.0,nan
Total Debt/Equity,44.56,47.45,41.36,39.52,44.95,42.62,41.36,nan
Reserve Ratio,144069.11,145875.21,159690.0,nan,148361.26,153930.55,159690.0,nan
Oper.Income Margin,15.87,15.4,18.43,19.22,18.11,19.34,18.78,18.26
Net Income Margin,9.25,10.47,17.91,16.15,12.96,19.16,19.2,15.06
ROA,1.99,2.83,5.23,4.79,3.68,5.76,5.45,4.37
ROE,3.29,4.41,7.9,7.25,5.75,8.62,8.84,6.62
EPS(KRW),4634.0,6180.0,11913.0,12118.0,2084.0,3223.0,3472.0,2661.0
BPS(KRW),144841.0,148137.0,166221.0,179028.0,150660.0,157890.0,166221.0,nan
DPS(KRW),914.0,1205.0,1130.0,1226.0,nan,nan,1130.0,nan
PER,38.3,36.25,16.7,15.47,nan,nan,nan,nan
PBR,1.23,1.51,1.2,1.05,1.11,1.07,1.2,nan
Issued Shares,164049.0,162409.0,158437.0,nan,162409.0,160785.0,158437.0,nan
Div Yield,0.51,0.54,0.57,nan,nan,nan,0.57,nan
