계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,592.0,780.0,780.0,nan,161.0,189.0,237.0,nan
Operating Income,-59.0,24.0,19.0,nan,-10.0,-5.0,27.0,nan
Oper.Income(Rep.),-59.0,24.0,19.0,nan,-10.0,-5.0,27.0,nan
Net Income,-89.0,6.0,-64.0,nan,-11.0,-8.0,-66.0,nan
Net Income(Contr.),-76.0,7.0,-64.0,nan,-11.0,-8.0,-65.0,nan
Net Income(Minor.),-13.0,-1.0,-1.0,nan,-0.0,0.0,-0.0,nan
Total Assets,959.0,838.0,869.0,nan,881.0,896.0,869.0,nan
Total Liabilities,272.0,264.0,361.0,nan,307.0,329.0,361.0,nan
Total Equity,687.0,574.0,508.0,nan,574.0,566.0,508.0,nan
Net Income(Contr.),693.0,581.0,516.0,nan,582.0,574.0,516.0,nan
Net Income(Minor.),-6.0,-7.0,-8.0,nan,-8.0,-8.0,-8.0,nan
Capital Stock,75.0,75.0,75.0,nan,75.0,75.0,75.0,nan
Total Debt/Equity,39.66,46.03,71.13,nan,53.42,58.13,71.13,nan
Reserve Ratio,834.59,842.66,755.52,nan,843.99,833.22,755.52,nan
Oper.Income Margin,-10.03,3.02,2.37,nan,-6.21,-2.68,11.36,nan
Net Income Margin,-12.82,0.85,-8.14,nan,-6.54,-4.28,-27.59,nan
ROA,-9.13,0.68,-7.54,nan,-4.88,-3.52,-29.83,nan
ROE,-10.25,1.04,-11.58,nan,-7.12,-5.58,-48.05,nan
EPS(KRW),-507.0,44.0,-424.0,nan,-70.0,-54.0,-437.0,nan
BPS(KRW),4673.0,4713.0,4278.0,nan,4720.0,4666.0,4278.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,114.7,nan,nan,nan,nan,nan,nan
PBR,0.9,1.08,0.89,nan,1.25,0.96,0.89,nan
Issued Shares,14971.0,14971.0,14971.0,nan,14971.0,14971.0,14971.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
