계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1131.0,940.0,1039.0,nan,255.0,269.0,278.0,nan
Operating Income,-13.0,18.0,23.0,nan,4.0,9.0,10.0,nan
Oper.Income(Rep.),-13.0,18.0,23.0,nan,4.0,9.0,10.0,nan
Net Income,-31.0,19.0,34.0,nan,-2.0,2.0,21.0,nan
Net Income(Contr.),-36.0,18.0,36.0,nan,-2.0,1.0,24.0,nan
Net Income(Minor.),5.0,1.0,-2.0,nan,0.0,0.0,-2.0,nan
Total Assets,965.0,905.0,880.0,nan,954.0,891.0,880.0,nan
Total Liabilities,608.0,536.0,445.0,nan,573.0,477.0,445.0,nan
Total Equity,357.0,369.0,434.0,nan,381.0,414.0,434.0,nan
Net Income(Contr.),333.0,345.0,412.0,nan,357.0,389.0,412.0,nan
Net Income(Minor.),24.0,24.0,22.0,nan,24.0,25.0,22.0,nan
Capital Stock,106.0,106.0,109.0,nan,106.0,109.0,109.0,nan
Total Debt/Equity,170.6,145.18,102.57,nan,150.34,115.43,102.57,nan
Reserve Ratio,218.88,230.66,282.93,nan,241.56,261.53,282.93,nan
Oper.Income Margin,-1.12,1.92,2.25,nan,1.39,3.46,3.5,nan
Net Income Margin,-3.17,1.91,3.45,nan,-0.75,0.5,8.52,nan
ROA,-3.18,2.01,3.81,nan,-0.73,0.78,9.65,nan
ROE,-10.32,5.31,9.46,nan,-2.14,1.45,23.61,nan
EPS(KRW),-170.0,85.0,165.0,nan,-9.0,6.0,109.0,nan
BPS(KRW),1594.0,1653.0,1915.0,nan,1708.0,1808.0,1915.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,56.04,21.74,nan,nan,nan,nan,nan
PBR,3.63,2.89,1.87,nan,2.25,2.26,1.87,nan
Issued Shares,21117.0,21117.0,21742.0,nan,21136.0,21742.0,21742.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
