계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,11527.0,14859.0,14733.0,nan,3530.0,3186.0,3616.0,nan
Operating Income,647.0,1106.0,1090.0,nan,243.0,263.0,232.0,nan
Oper.Income(Rep.),647.0,1106.0,1090.0,nan,243.0,263.0,232.0,nan
Net Income,459.0,921.0,886.0,nan,204.0,217.0,208.0,nan
Net Income(Contr.),456.0,919.0,880.0,nan,202.0,215.0,207.0,nan
Net Income(Minor.),3.0,2.0,6.0,nan,2.0,1.0,1.0,nan
Total Assets,8516.0,8898.0,8925.0,nan,8520.0,8156.0,8925.0,nan
Total Liabilities,4376.0,4284.0,3666.0,nan,3652.0,3082.0,3666.0,nan
Total Equity,4140.0,4614.0,5259.0,nan,4868.0,5074.0,5259.0,nan
Net Income(Contr.),4122.0,4594.0,5232.0,nan,4846.0,5050.0,5232.0,nan
Net Income(Minor.),18.0,20.0,27.0,nan,23.0,25.0,27.0,nan
Capital Stock,760.0,760.0,760.0,nan,760.0,760.0,760.0,nan
Total Debt/Equity,105.7,92.83,69.7,nan,75.01,60.73,69.7,nan
Reserve Ratio,443.65,505.72,589.6,nan,538.77,565.6,589.6,nan
Oper.Income Margin,5.61,7.44,7.4,nan,6.9,8.25,6.41,nan
Net Income Margin,3.95,6.18,5.98,nan,5.72,6.76,5.72,nan
ROA,6.12,10.58,9.94,nan,9.58,10.4,9.74,nan
ROE,11.84,21.08,17.92,nan,17.02,17.41,16.1,nan
EPS(KRW),300.0,604.0,579.0,nan,133.0,142.0,136.0,nan
BPS(KRW),2718.0,3029.0,3448.0,nan,3194.0,3328.0,3448.0,nan
DPS(KRW),75.0,100.0,125.0,nan,nan,nan,125.0,nan
PER,20.85,122.78,32.95,nan,nan,nan,nan,nan
PBR,2.3,24.5,5.53,nan,12.01,9.16,5.53,nan
Issued Shares,152035.0,152035.0,152035.0,nan,152035.0,152035.0,152035.0,nan
Div Yield,1.2,0.13,0.66,nan,nan,nan,0.66,nan
