계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,485.0,551.0,597.0,nan,143.0,165.0,142.0,nan
Operating Income,48.0,62.0,36.0,nan,14.0,26.0,-8.0,nan
Oper.Income(Rep.),48.0,62.0,36.0,nan,14.0,26.0,-8.0,nan
Net Income,39.0,56.0,34.0,nan,13.0,20.0,-0.0,nan
Net Income(Contr.),39.0,56.0,38.0,nan,13.0,20.0,4.0,nan
Net Income(Minor.),-0.0,-0.0,-5.0,nan,-0.0,-0.0,-5.0,nan
Total Assets,705.0,778.0,856.0,nan,795.0,802.0,856.0,nan
Total Liabilities,345.0,354.0,385.0,nan,345.0,332.0,385.0,nan
Total Equity,361.0,425.0,471.0,nan,450.0,470.0,471.0,nan
Net Income(Contr.),361.0,422.0,469.0,nan,447.0,468.0,469.0,nan
Net Income(Minor.),0.0,3.0,2.0,nan,3.0,2.0,2.0,nan
Capital Stock,54.0,55.0,57.0,nan,56.0,56.0,57.0,nan
Total Debt/Equity,95.55,83.2,81.77,nan,76.71,70.58,81.77,nan
Reserve Ratio,564.13,669.93,726.89,nan,693.1,728.21,726.89,nan
Oper.Income Margin,9.9,11.31,6.08,nan,9.67,15.79,-5.3,nan
Net Income Margin,8.1,10.09,6.43,nan,8.8,12.03,3.12,nan
ROA,5.54,7.5,4.11,nan,6.4,9.9,-0.09,nan
ROE,11.81,14.21,8.61,nan,11.6,17.32,3.78,nan
EPS(KRW),73.0,102.0,68.0,nan,22.0,35.0,8.0,nan
BPS(KRW),664.0,770.0,827.0,nan,793.0,828.0,827.0,nan
DPS(KRW),nan,nan,10.0,nan,nan,nan,10.0,nan
PER,15.68,11.68,17.07,nan,nan,nan,nan,nan
PBR,1.72,1.55,1.41,nan,1.86,1.56,1.41,nan
Issued Shares,54291.0,54852.0,56726.0,nan,56381.0,56451.0,56726.0,nan
Div Yield,nan,nan,0.86,nan,nan,nan,0.86,nan
