계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,629.0,507.0,535.0,nan,nan,nan,nan,nan
Operating Income,29.0,-63.0,8.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),29.0,-63.0,8.0,nan,nan,nan,0.0,nan
Net Income,2.0,-4.0,35.0,nan,nan,nan,nan,nan
Net Income(Contr.),2.0,-4.0,35.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,949.0,1058.0,1063.0,nan,nan,nan,1063.0,nan
Total Liabilities,102.0,218.0,187.0,nan,nan,nan,187.0,nan
Total Equity,847.0,840.0,876.0,nan,nan,nan,876.0,nan
Net Income(Contr.),847.0,840.0,876.0,nan,nan,nan,876.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,41.0,41.0,41.0,nan,nan,nan,41.0,nan
Total Debt/Equity,12.07,25.9,21.35,nan,nan,nan,21.35,nan
Reserve Ratio,2452.34,2419.21,2493.06,nan,nan,nan,2493.06,nan
Oper.Income Margin,4.62,-12.4,1.58,nan,nan,nan,nan,nan
Net Income Margin,0.39,-0.85,6.49,nan,nan,nan,nan,nan
ROA,0.26,-0.43,3.28,nan,nan,nan,nan,nan
ROE,0.29,-0.51,4.05,nan,nan,nan,nan,nan
EPS(KRW),30.0,-53.0,425.0,nan,nan,nan,0.0,nan
BPS(KRW),12762.0,12596.0,12965.0,nan,nan,nan,12965.0,nan
DPS(KRW),50.0,nan,nan,nan,nan,nan,nan,nan
PER,253.42,nan,15.26,nan,nan,nan,nan,nan
PBR,0.6,0.55,0.5,nan,nan,nan,0.5,nan
Issued Shares,8167.0,8167.0,8167.0,nan,nan,nan,8167.0,nan
Div Yield,0.65,nan,nan,nan,nan,nan,nan,nan
