계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,863.0,528.0,582.0,nan,119.0,185.0,161.0,nan
Operating Income,64.0,-13.0,-130.0,nan,-33.0,-27.0,-47.0,nan
Oper.Income(Rep.),64.0,-13.0,-130.0,nan,-33.0,-27.0,-47.0,nan
Net Income,-9.0,-1.0,-97.0,nan,-33.0,-8.0,-34.0,nan
Net Income(Contr.),-10.0,-2.0,-86.0,nan,-31.0,-5.0,-28.0,nan
Net Income(Minor.),1.0,1.0,-11.0,nan,-2.0,-3.0,-6.0,nan
Total Assets,1722.0,1717.0,1683.0,nan,1710.0,1698.0,1683.0,nan
Total Liabilities,1000.0,681.0,515.0,nan,517.0,497.0,515.0,nan
Total Equity,722.0,1036.0,1168.0,nan,1192.0,1202.0,1168.0,nan
Net Income(Contr.),703.0,1016.0,1119.0,nan,1152.0,1164.0,1119.0,nan
Net Income(Minor.),19.0,20.0,49.0,nan,41.0,37.0,49.0,nan
Capital Stock,71.0,79.0,87.0,nan,87.0,87.0,87.0,nan
Total Debt/Equity,138.48,65.79,44.1,nan,43.38,41.31,44.1,nan
Reserve Ratio,896.42,1210.03,1274.44,nan,1312.43,1327.12,1274.44,nan
Oper.Income Margin,7.43,-2.42,-22.29,nan,-27.37,-14.36,-29.0,nan
Net Income Margin,-1.17,-0.31,-14.72,nan,-25.94,-2.69,-17.62,nan
ROA,-0.66,-0.03,-5.7,nan,-7.83,-1.95,-8.04,nan
ROE,-1.49,-0.19,-8.02,nan,-10.23,-1.72,-9.96,nan
EPS(KRW),-14.0,-2.0,-99.0,nan,-36.0,-6.0,-33.0,nan
BPS(KRW),996.0,1310.0,1374.0,nan,1412.0,1427.0,1374.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,4.67,2.36,1.52,nan,1.62,1.65,1.52,nan
Issued Shares,70530.0,78634.0,86731.0,nan,86731.0,86731.0,86731.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
