계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,82.0,102.0,78.0,nan,22.0,18.0,19.0,nan
Operating Income,-55.0,-39.0,-71.0,nan,-17.0,-19.0,-18.0,nan
Oper.Income(Rep.),-55.0,-39.0,-71.0,nan,-17.0,-19.0,-18.0,nan
Net Income,-48.0,-56.0,-87.0,nan,8.0,-23.0,-52.0,nan
Net Income(Contr.),-47.0,-55.0,-87.0,nan,8.0,-23.0,-52.0,nan
Net Income(Minor.),-1.0,-0.0,-0.0,nan,0.0,0.0,0.0,nan
Total Assets,378.0,556.0,497.0,nan,516.0,511.0,497.0,nan
Total Liabilities,122.0,356.0,364.0,nan,322.0,327.0,364.0,nan
Total Equity,256.0,201.0,132.0,nan,193.0,185.0,132.0,nan
Net Income(Contr.),256.0,201.0,133.0,nan,194.0,186.0,133.0,nan
Net Income(Minor.),-0.0,-1.0,-1.0,nan,-1.0,-1.0,-1.0,nan
Capital Stock,30.0,31.0,31.0,nan,31.0,31.0,31.0,nan
Total Debt/Equity,47.75,177.35,275.04,nan,166.58,176.6,275.04,nan
Reserve Ratio,742.51,554.17,326.54,nan,528.29,494.92,326.54,nan
Oper.Income Margin,-66.36,-37.72,-91.57,nan,-78.86,-102.87,-97.35,nan
Net Income Margin,-56.73,-54.07,-111.61,nan,35.09,-129.25,-273.08,nan
ROA,-13.02,-11.89,-16.49,nan,5.83,-18.14,-41.13,nan
ROE,-16.88,-24.18,-51.91,nan,16.27,-49.07,-130.1,nan
EPS(KRW),-769.0,-903.0,-1400.0,nan,125.0,-375.0,-831.0,nan
BPS(KRW),4213.0,3271.0,2133.0,nan,3141.0,2975.0,2133.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,4.13,7.95,8.87,nan,4.77,3.88,8.87,nan
Issued Shares,6080.0,6151.0,6239.0,nan,6177.0,6239.0,6239.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
