계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,938.0,1198.0,1219.0,nan,312.0,273.0,375.0,nan
Operating Income,-268.0,326.0,273.0,nan,93.0,53.0,122.0,nan
Oper.Income(Rep.),-268.0,326.0,273.0,nan,93.0,53.0,122.0,nan
Net Income,-419.0,489.0,605.0,nan,145.0,44.0,275.0,nan
Net Income(Contr.),-417.0,382.0,369.0,nan,101.0,25.0,154.0,nan
Net Income(Minor.),-2.0,106.0,236.0,nan,44.0,18.0,121.0,nan
Total Assets,2207.0,2758.0,3514.0,nan,3061.0,3083.0,3514.0,nan
Total Liabilities,382.0,449.0,567.0,nan,452.0,452.0,567.0,nan
Total Equity,1824.0,2310.0,2946.0,nan,2609.0,2631.0,2946.0,nan
Net Income(Contr.),1238.0,1647.0,2065.0,nan,1853.0,1856.0,2065.0,nan
Net Income(Minor.),586.0,662.0,881.0,nan,756.0,775.0,881.0,nan
Capital Stock,137.0,137.0,137.0,nan,137.0,137.0,137.0,nan
Total Debt/Equity,20.97,19.42,19.25,nan,17.33,17.18,19.25,nan
Reserve Ratio,902.47,1201.59,1507.39,nan,1351.65,1354.32,1507.39,nan
Oper.Income Margin,-28.62,27.22,22.43,nan,29.71,19.37,32.44,nan
Net Income Margin,-44.46,31.92,30.29,nan,32.27,9.33,41.09,nan
ROA,-17.58,19.7,19.29,nan,19.47,5.72,33.34,nan
ROE,-29.23,26.51,19.89,nan,22.39,5.5,31.42,nan
EPS(KRW),-1525.0,1399.0,1350.0,nan,368.0,93.0,563.0,nan
BPS(KRW),5012.0,6508.0,8037.0,nan,7258.0,7272.0,8037.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,2.9,2.91,nan,nan,nan,nan,nan
PBR,0.72,0.62,0.49,nan,0.58,0.55,0.49,nan
Issued Shares,27346.0,27346.0,27346.0,nan,27346.0,27346.0,27346.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
