계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,220.0,182.0,156.0,nan,40.0,35.0,32.0,nan
Operating Income,-97.0,-52.0,-55.0,nan,3.0,-6.0,-36.0,nan
Oper.Income(Rep.),-97.0,-52.0,-55.0,nan,3.0,-6.0,-36.0,nan
Net Income,-337.0,81.0,-70.0,nan,9.0,-17.0,-28.0,nan
Net Income(Contr.),-231.0,80.0,-70.0,nan,9.0,-17.0,-28.0,nan
Net Income(Minor.),-106.0,1.0,0.0,nan,0.0,-0.0,0.0,nan
Total Assets,1484.0,491.0,623.0,nan,640.0,616.0,623.0,nan
Total Liabilities,811.0,133.0,217.0,nan,196.0,193.0,217.0,nan
Total Equity,673.0,358.0,405.0,nan,444.0,423.0,405.0,nan
Net Income(Contr.),217.0,330.0,373.0,nan,414.0,394.0,373.0,nan
Net Income(Minor.),456.0,28.0,32.0,nan,30.0,29.0,32.0,nan
Capital Stock,160.0,161.0,189.0,nan,189.0,189.0,189.0,nan
Total Debt/Equity,120.46,37.1,53.68,nan,44.16,45.72,53.68,nan
Reserve Ratio,176.87,104.42,97.72,nan,119.17,108.73,97.72,nan
Oper.Income Margin,-44.23,-28.3,-35.44,nan,7.71,-17.04,-114.13,nan
Net Income Margin,-105.15,43.9,-44.75,nan,23.13,-46.65,-88.45,nan
ROA,-20.01,8.18,-12.52,nan,6.33,-10.53,-18.22,nan
ROE,-69.27,29.3,-19.9,nan,10.15,-16.37,-29.48,nan
EPS(KRW),-723.0,249.0,-193.0,nan,25.0,-44.0,-75.0,nan
BPS(KRW),1384.0,1022.0,989.0,nan,1096.0,1044.0,989.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,8.54,nan,nan,nan,nan,nan,nan
PBR,2.58,2.08,1.22,nan,1.76,1.53,1.22,nan
Issued Shares,31449.0,32275.0,37735.0,nan,37735.0,37735.0,37735.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
