계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,41730.0,39537.0,35703.0,36565.0,5323.0,5851.0,10783.0,14067.0
Operating Income,-4039.0,3147.0,3279.0,3474.0,-234.0,289.0,1139.0,2048.0
Oper.Income(Rep.),-4039.0,3147.0,3279.0,nan,-234.0,289.0,1139.0,nan
Net Income,-1840.0,1994.0,2099.0,2082.0,-316.0,326.0,664.0,1420.0
Net Income(Contr.),-1839.0,1994.0,2102.0,2080.0,-316.0,325.0,668.0,1300.0
Net Income(Minor.),-1.0,-0.0,-3.0,nan,-0.0,1.0,-3.0,nan
Total Assets,74781.0,79684.0,83622.0,84468.0,77734.0,78125.0,83622.0,nan
Total Liabilities,58111.0,58752.0,60940.0,59789.0,55765.0,55914.0,60940.0,nan
Total Equity,16670.0,20932.0,22682.0,24680.0,21969.0,22211.0,22682.0,nan
Net Income(Contr.),16622.0,20885.0,22671.0,24629.0,21921.0,22163.0,22671.0,nan
Net Income(Minor.),48.0,48.0,11.0,51.0,48.0,48.0,11.0,nan
Capital Stock,579.0,579.0,579.0,579.0,579.0,579.0,579.0,nan
Total Debt/Equity,348.6,280.67,268.66,242.26,253.84,251.74,268.66,nan
Reserve Ratio,2771.13,3507.41,3815.97,nan,3686.43,3728.16,3815.97,nan
Oper.Income Margin,-9.68,7.96,9.19,9.5,-4.39,4.93,10.56,14.56
Net Income Margin,-4.41,5.04,5.89,5.69,-5.93,5.56,6.19,9.24
ROA,-2.63,2.58,2.57,2.48,-1.59,1.67,3.28,6.79
ROE,-10.55,10.63,9.65,8.79,-5.72,5.91,11.91,22.94
EPS(KRW),-15880.0,17222.0,18151.0,17964.0,-2728.0,2811.0,5765.0,11227.0
BPS(KRW),143557.0,180371.0,195798.0,212709.0,189322.0,191408.0,195798.0,nan
DPS(KRW),nan,nan,3879.0,2663.0,nan,nan,3879.0,nan
PER,nan,1.42,2.28,2.81,nan,nan,nan,nan
PBR,0.2,0.14,0.21,0.24,0.26,0.25,0.21,nan
Issued Shares,11579.0,11579.0,11579.0,nan,11579.0,11579.0,11579.0,nan
Div Yield,nan,nan,9.37,nan,nan,nan,9.37,nan
