계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,89.0,108.0,115.0,nan,nan,nan,nan,nan
Operating Income,-80.0,9.0,3.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-80.0,9.0,3.0,nan,nan,nan,0.0,nan
Net Income,-93.0,6.0,5.0,nan,nan,nan,nan,nan
Net Income(Contr.),-93.0,6.0,5.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,284.0,300.0,542.0,nan,nan,nan,542.0,nan
Total Liabilities,230.0,213.0,251.0,nan,nan,nan,251.0,nan
Total Equity,54.0,87.0,291.0,nan,nan,nan,291.0,nan
Net Income(Contr.),54.0,87.0,291.0,nan,nan,nan,291.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,77.0,79.0,86.0,nan,nan,nan,86.0,nan
Total Debt/Equity,422.52,243.78,86.06,nan,nan,nan,86.06,nan
Reserve Ratio,nan,11.0,240.63,nan,nan,nan,240.63,nan
Oper.Income Margin,-89.52,8.12,2.43,nan,nan,nan,nan,nan
Net Income Margin,-105.09,5.44,3.9,nan,nan,nan,nan,nan
ROA,-29.34,2.02,1.07,nan,nan,nan,nan,nan
ROE,-104.53,8.34,2.38,nan,nan,nan,nan,nan
EPS(KRW),-607.0,38.0,27.0,nan,nan,nan,0.0,nan
BPS(KRW),351.0,555.0,1703.0,nan,nan,nan,1703.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,188.97,365.98,nan,nan,nan,nan,nan
PBR,9.81,12.83,5.82,nan,nan,nan,5.82,nan
Issued Shares,14868.0,15637.0,16638.0,nan,nan,nan,16638.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
