계정,2022/03,2023/03,2024/03,2025/03(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1313.0,1444.0,1379.0,nan,366.0,317.0,325.0,nan
Operating Income,96.0,64.0,25.0,nan,16.0,-5.0,2.0,nan
Oper.Income(Rep.),96.0,64.0,25.0,nan,16.0,-5.0,2.0,nan
Net Income,85.0,44.0,17.0,nan,17.0,6.0,6.0,nan
Net Income(Contr.),85.0,44.0,17.0,nan,17.0,6.0,6.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,2651.0,2651.0,2635.0,nan,2671.0,2616.0,2631.0,nan
Total Liabilities,148.0,140.0,142.0,nan,192.0,134.0,130.0,nan
Total Equity,2502.0,2511.0,2493.0,nan,2480.0,2482.0,2501.0,nan
Net Income(Contr.),2502.0,2511.0,2493.0,nan,2480.0,2482.0,2501.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,146.0,146.0,146.0,nan,146.0,146.0,146.0,nan
Total Debt/Equity,5.93,5.57,5.69,nan,7.73,5.39,5.21,nan
Reserve Ratio,1613.89,1620.18,1607.43,nan,1598.33,1600.29,1613.02,nan
Oper.Income Margin,7.34,4.44,1.81,nan,4.44,-1.68,0.5,nan
Net Income Margin,6.47,3.03,1.24,nan,4.51,1.74,1.89,nan
ROA,3.24,1.65,0.65,nan,2.49,0.84,0.93,nan
ROE,3.44,1.75,0.69,nan,2.66,0.89,0.98,nan
EPS(KRW),291.0,150.0,59.0,nan,57.0,19.0,21.0,nan
BPS(KRW),8569.0,8601.0,8537.0,nan,8492.0,8501.0,8565.0,nan
DPS(KRW),150.0,150.0,150.0,nan,nan,nan,nan,nan
PER,15.78,23.47,51.24,nan,nan,nan,nan,nan
PBR,0.54,0.41,0.35,nan,0.34,0.3,0.29,nan
Issued Shares,29200.0,29200.0,29200.0,nan,29200.0,29200.0,29200.0,nan
Div Yield,3.27,4.26,4.98,nan,nan,nan,nan,nan
