계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,6773.0,7396.0,6939.0,7945.0,1730.0,1728.0,1903.0,1734.0
Operating Income,-151.0,-332.0,61.0,448.0,14.0,14.0,22.0,-27.0
Oper.Income(Rep.),-151.0,-332.0,61.0,nan,14.0,14.0,22.0,nan
Net Income,-93.0,421.0,-1520.0,285.0,5.0,10.0,-1575.0,12.0
Net Income(Contr.),334.0,398.0,-1078.0,337.0,37.0,32.0,-1260.0,31.0
Net Income(Minor.),-427.0,23.0,-442.0,nan,-32.0,-22.0,-315.0,nan
Total Assets,18988.0,17160.0,16460.0,16941.0,17861.0,17437.0,16460.0,nan
Total Liabilities,5760.0,4792.0,5961.0,6320.0,5443.0,5241.0,5961.0,nan
Total Equity,13228.0,12368.0,10499.0,10621.0,12419.0,12196.0,10499.0,nan
Net Income(Contr.),11390.0,11147.0,9645.0,9832.0,11259.0,11018.0,9645.0,nan
Net Income(Minor.),1839.0,1221.0,854.0,789.0,1160.0,1178.0,854.0,nan
Capital Stock,64.0,64.0,64.0,62.0,64.0,64.0,64.0,nan
Total Debt/Equity,43.54,38.75,56.78,59.51,43.82,42.98,56.78,nan
Reserve Ratio,19131.93,19076.6,16732.44,nan,19240.87,18866.97,16732.44,nan
Oper.Income Margin,-2.23,-4.49,0.88,5.64,0.79,0.83,1.13,-1.58
Net Income Margin,4.93,5.38,-15.53,4.24,2.12,1.85,-66.17,1.8
ROA,-0.5,2.33,-9.04,1.71,0.12,0.22,-37.17,0.28
ROE,2.89,3.53,-10.37,3.46,1.31,1.15,-48.77,1.29
EPS(KRW),2593.0,3093.0,-8462.0,2644.0,288.0,252.0,-9889.0,244.0
BPS(KRW),96160.0,96852.0,85012.0,86480.0,97681.0,95793.0,85012.0,nan
DPS(KRW),1300.0,2600.0,1300.0,1633.0,nan,nan,1300.0,nan
PER,22.98,15.92,nan,14.49,nan,nan,nan,nan
PBR,0.62,0.51,0.55,0.44,0.39,0.44,0.55,nan
Issued Shares,12866.0,12738.0,12738.0,nan,12738.0,12738.0,12738.0,nan
Div Yield,2.18,5.28,2.8,nan,nan,nan,2.8,nan
