계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,119.0,143.0,135.0,nan,34.0,31.0,38.0,nan
Operating Income,-2.0,2.0,-15.0,nan,-3.0,-4.0,-4.0,nan
Oper.Income(Rep.),-2.0,2.0,-15.0,nan,-3.0,-4.0,-4.0,nan
Net Income,-4.0,14.0,-1.0,nan,0.0,-0.0,-0.0,nan
Net Income(Contr.),-4.0,14.0,-1.0,nan,0.0,-0.0,-0.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,-0.0,-0.0,0.0,nan
Total Assets,317.0,333.0,334.0,nan,335.0,335.0,334.0,nan
Total Liabilities,21.0,23.0,24.0,nan,26.0,25.0,24.0,nan
Total Equity,295.0,310.0,311.0,nan,308.0,311.0,311.0,nan
Net Income(Contr.),295.0,310.0,310.0,nan,308.0,310.0,310.0,nan
Net Income(Minor.),0.0,1.0,1.0,nan,1.0,1.0,1.0,nan
Capital Stock,20.0,20.0,20.0,nan,20.0,20.0,20.0,nan
Total Debt/Equity,7.19,7.31,7.57,nan,8.59,7.94,7.57,nan
Reserve Ratio,1370.15,1440.16,1439.19,nan,1428.32,1440.46,1439.19,nan
Oper.Income Margin,-1.53,1.55,-11.38,nan,-8.69,-14.3,-9.86,nan
Net Income Margin,-2.97,9.73,-0.79,nan,1.38,-1.24,-1.29,nan
ROA,-1.11,4.37,-0.32,nan,0.54,-0.5,-0.5,nan
ROE,-1.18,4.59,-0.35,nan,0.61,-0.49,-0.63,nan
EPS(KRW),-17.0,68.0,-5.0,nan,2.0,-2.0,-2.0,nan
BPS(KRW),1470.0,1540.0,1539.0,nan,1528.0,1540.0,1539.0,nan
DPS(KRW),nan,14.0,nan,nan,nan,nan,nan,nan
PER,nan,68.84,nan,nan,nan,nan,nan,nan
PBR,4.52,3.05,2.51,nan,3.02,2.34,2.51,nan
Issued Shares,20348.0,20348.0,20348.0,nan,20348.0,20348.0,20348.0,nan
Div Yield,nan,0.3,nan,nan,nan,nan,nan,nan
