계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,933.0,886.0,884.0,nan,nan,nan,nan,nan
Operating Income,-31.0,6.0,-66.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-31.0,6.0,-66.0,nan,nan,nan,0.0,nan
Net Income,-21.0,-21.0,-73.0,nan,nan,nan,nan,nan
Net Income(Contr.),-21.0,-21.0,-73.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1077.0,1150.0,1519.0,nan,nan,nan,1519.0,nan
Total Liabilities,649.0,752.0,967.0,nan,nan,nan,967.0,nan
Total Equity,428.0,398.0,552.0,nan,nan,nan,552.0,nan
Net Income(Contr.),428.0,398.0,552.0,nan,nan,nan,552.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,261.0,261.0,261.0,nan,nan,nan,261.0,nan
Total Debt/Equity,151.59,188.86,175.31,nan,nan,nan,175.31,nan
Reserve Ratio,101.97,90.45,149.36,nan,nan,nan,149.36,nan
Oper.Income Margin,-3.32,0.67,-7.45,nan,nan,nan,nan,nan
Net Income Margin,-2.27,-2.34,-8.2,nan,nan,nan,nan,nan
ROA,-2.0,-1.86,-5.44,nan,nan,nan,nan,nan
ROE,-4.75,-5.02,-15.27,nan,nan,nan,nan,nan
EPS(KRW),-81.0,-79.0,-278.0,nan,nan,nan,0.0,nan
BPS(KRW),2020.0,1904.0,2494.0,nan,nan,nan,2494.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,3.31,3.02,1.86,nan,nan,nan,1.86,nan
Issued Shares,26101.0,26101.0,26101.0,nan,nan,nan,26101.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
