계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,227.0,187.0,214.0,nan,60.0,51.0,53.0,nan
Operating Income,18.0,-42.0,12.0,nan,5.0,5.0,0.0,nan
Oper.Income(Rep.),18.0,-42.0,12.0,nan,5.0,5.0,0.0,nan
Net Income,70.0,27.0,33.0,nan,3.0,3.0,10.0,nan
Net Income(Contr.),70.0,27.0,33.0,nan,3.0,3.0,10.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,860.0,877.0,885.0,nan,887.0,885.0,885.0,nan
Total Liabilities,47.0,53.0,46.0,nan,49.0,53.0,46.0,nan
Total Equity,813.0,825.0,839.0,nan,837.0,832.0,839.0,nan
Net Income(Contr.),813.0,825.0,839.0,nan,837.0,832.0,839.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,46.0,46.0,46.0,nan,46.0,46.0,46.0,nan
Total Debt/Equity,5.81,6.37,5.48,nan,5.87,6.41,5.48,nan
Reserve Ratio,1655.4,1708.78,1784.64,nan,1749.27,1756.01,1784.64,nan
Oper.Income Margin,8.13,-22.71,5.54,nan,8.64,9.06,0.2,nan
Net Income Margin,30.87,14.51,15.23,nan,4.71,6.29,18.81,nan
ROA,8.4,3.12,3.69,nan,1.27,1.44,4.53,nan
ROE,9.03,3.31,3.91,nan,1.35,1.53,4.8,nan
EPS(KRW),756.0,292.0,351.0,nan,30.0,34.0,108.0,nan
BPS(KRW),8777.0,9044.0,9423.0,nan,9246.0,9280.0,9423.0,nan
DPS(KRW),100.0,100.0,100.0,nan,nan,nan,100.0,nan
PER,12.48,33.92,29.55,nan,nan,nan,nan,nan
PBR,1.07,1.1,1.1,nan,0.95,0.8,1.1,nan
Issued Shares,9272.0,9272.0,9272.0,nan,9272.0,9272.0,9272.0,nan
Div Yield,1.06,1.01,0.96,nan,nan,nan,0.96,nan
