계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,915.0,793.0,771.0,nan,227.0,139.0,261.0,nan
Operating Income,120.0,84.0,30.0,nan,23.0,-13.0,32.0,nan
Oper.Income(Rep.),120.0,84.0,30.0,nan,23.0,-13.0,32.0,nan
Net Income,70.0,75.0,54.0,nan,26.0,-12.0,42.0,nan
Net Income(Contr.),70.0,75.0,54.0,nan,26.0,-12.0,42.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,639.0,618.0,883.0,nan,945.0,830.0,883.0,nan
Total Liabilities,315.0,217.0,145.0,nan,248.0,139.0,145.0,nan
Total Equity,324.0,401.0,738.0,nan,696.0,691.0,738.0,nan
Net Income(Contr.),324.0,401.0,738.0,nan,696.0,691.0,738.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,39.0,39.0,47.0,nan,47.0,47.0,47.0,nan
Total Debt/Equity,97.38,54.02,19.64,nan,35.69,20.17,19.64,nan
Reserve Ratio,734.88,933.99,1460.62,nan,1393.08,1360.24,1460.62,nan
Oper.Income Margin,13.11,10.63,3.87,nan,9.91,-9.16,12.21,nan
Net Income Margin,7.62,9.5,7.01,nan,11.33,-8.8,16.02,nan
ROA,11.91,11.98,7.2,nan,11.12,-5.52,19.51,nan
ROE,28.21,20.77,9.48,nan,15.08,-7.07,23.39,nan
EPS(KRW),904.0,964.0,581.0,nan,275.0,-130.0,442.0,nan
BPS(KRW),4174.0,5170.0,7803.0,nan,7465.0,7301.0,7803.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,10.18,nan,nan,nan,nan,nan
PBR,nan,nan,0.76,nan,1.32,1.01,0.76,nan
Issued Shares,7810.0,7810.0,9463.0,nan,9355.0,9460.0,9463.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
