계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,699.0,505.0,474.0,nan,nan,nan,nan,nan
Operating Income,-126.0,-172.0,56.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-126.0,-172.0,56.0,nan,nan,nan,0.0,nan
Net Income,-78.0,-158.0,-77.0,nan,nan,nan,nan,nan
Net Income(Contr.),-78.0,-158.0,-77.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1372.0,1146.0,4399.0,nan,nan,nan,4399.0,nan
Total Liabilities,278.0,224.0,3056.0,nan,nan,nan,3056.0,nan
Total Equity,1093.0,922.0,1343.0,nan,nan,nan,1343.0,nan
Net Income(Contr.),1093.0,922.0,1343.0,nan,nan,nan,1343.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,32.0,32.0,61.0,nan,nan,nan,61.0,nan
Total Debt/Equity,25.45,24.26,227.6,nan,nan,nan,227.6,nan
Reserve Ratio,3318.84,2782.94,2105.71,nan,nan,nan,2105.71,nan
Oper.Income Margin,-18.07,-34.06,11.71,nan,nan,nan,nan,nan
Net Income Margin,-11.1,-31.35,-16.27,nan,nan,nan,nan,nan
ROA,-5.47,-12.59,-2.78,nan,nan,nan,nan,nan
ROE,-6.85,-15.72,-6.81,nan,nan,nan,nan,nan
EPS(KRW),-243.0,-495.0,-166.0,nan,nan,nan,0.0,nan
BPS(KRW),3419.0,2883.0,2206.0,nan,nan,nan,2206.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,0.7,0.59,0.55,nan,nan,nan,0.55,nan
Issued Shares,31980.0,31980.0,60932.0,nan,nan,nan,60932.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
