계정,2023/09,2024/03,2024/09,2025/03(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,209.0,199.0,202.0,nan,102.0,nan,106.0,nan
Operating Income,108.0,105.0,104.0,nan,54.0,nan,56.0,nan
Oper.Income(Rep.),108.0,105.0,104.0,nan,54.0,0.0,56.0,nan
Net Income,35.0,38.0,31.0,nan,14.0,nan,16.0,nan
Net Income(Contr.),31.0,35.0,28.0,nan,12.0,nan,14.0,nan
Net Income(Minor.),4.0,3.0,3.0,nan,2.0,nan,2.0,nan
Total Assets,8603.0,8570.0,8530.0,nan,8496.0,8530.0,10331.0,nan
Total Liabilities,5513.0,5533.0,5550.0,nan,5534.0,5550.0,6648.0,nan
Total Equity,3091.0,3037.0,2980.0,nan,2963.0,2980.0,3683.0,nan
Net Income(Contr.),3090.0,3073.0,3052.0,nan,2981.0,3052.0,3609.0,nan
Net Income(Minor.),0.0,-36.0,-72.0,nan,-19.0,-72.0,74.0,nan
Capital Stock,644.0,644.0,644.0,nan,644.0,644.0,884.0,nan
Total Debt/Equity,178.37,182.15,186.26,nan,186.78,186.26,180.53,nan
Reserve Ratio,379.88,377.2,373.87,nan,362.95,373.87,308.21,nan
Oper.Income Margin,51.54,52.92,51.27,nan,52.53,nan,53.1,nan
Net Income Margin,15.01,17.41,13.93,nan,12.12,nan,13.56,nan
ROA,0.41,0.44,0.36,nan,0.66,0.0,0.68,nan
ROE,1.01,1.12,0.92,nan,1.63,0.0,1.73,nan
EPS(KRW),48.0,53.0,43.0,nan,19.0,0.0,20.0,nan
BPS(KRW),4750.0,4724.0,4691.0,nan,4583.0,4691.0,4082.0,nan
DPS(KRW),288.0,137.0,274.0,nan,nan,274.0,nan,nan
PER,62.9,66.46,79.52,nan,nan,nan,nan,nan
PBR,0.64,0.75,0.73,nan,0.74,0.73,0.72,nan
Issued Shares,65055.0,65055.0,65055.0,nan,65055.0,65055.0,88400.0,nan
Div Yield,9.49,3.87,7.97,nan,nan,7.97,nan,nan
