계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2327.0,2335.0,2452.0,nan,591.0,629.0,635.0,nan
Operating Income,283.0,177.0,97.0,nan,12.0,30.0,25.0,nan
Oper.Income(Rep.),283.0,177.0,97.0,nan,12.0,30.0,25.0,nan
Net Income,227.0,77.0,36.0,nan,2.0,15.0,6.0,nan
Net Income(Contr.),227.0,77.0,36.0,nan,2.0,15.0,6.0,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,4043.0,4269.0,4643.0,nan,4352.0,4360.0,4643.0,nan
Total Liabilities,1946.0,2133.0,2509.0,nan,2227.0,2221.0,2509.0,nan
Total Equity,2097.0,2137.0,2134.0,nan,2125.0,2139.0,2134.0,nan
Net Income(Contr.),2097.0,2137.0,2134.0,nan,2125.0,2139.0,2134.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,225.0,225.0,225.0,nan,225.0,225.0,225.0,nan
Total Debt/Equity,92.81,99.81,117.54,nan,104.79,103.82,117.54,nan
Reserve Ratio,836.75,854.46,853.47,nan,849.37,855.74,853.47,nan
Oper.Income Margin,12.15,7.6,3.98,nan,2.07,4.74,3.94,nan
Net Income Margin,9.76,3.31,1.47,nan,0.39,2.37,0.93,nan
ROA,5.93,1.86,0.81,nan,0.21,1.37,0.52,nan
ROE,11.39,3.65,1.69,nan,0.43,2.8,1.1,nan
EPS(KRW),505.0,172.0,80.0,nan,5.0,33.0,13.0,nan
BPS(KRW),4684.0,4772.0,4767.0,nan,4747.0,4779.0,4767.0,nan
DPS(KRW),60.0,60.0,nan,nan,nan,nan,nan,nan
PER,9.95,52.83,88.95,nan,nan,nan,nan,nan
PBR,1.07,1.9,1.5,nan,2.91,1.85,1.5,nan
Issued Shares,44918.0,44918.0,44918.0,nan,44918.0,44918.0,44918.0,nan
Div Yield,1.19,0.66,nan,nan,nan,nan,nan,nan
