계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,285.0,770.0,912.0,nan,242.0,220.0,217.0,nan
Operating Income,-48.0,32.0,37.0,nan,17.0,8.0,-0.0,nan
Oper.Income(Rep.),-48.0,32.0,37.0,nan,17.0,8.0,-0.0,nan
Net Income,49.0,32.0,35.0,nan,51.0,-5.0,-7.0,nan
Net Income(Contr.),61.0,32.0,35.0,nan,51.0,-5.0,-7.0,nan
Net Income(Minor.),-12.0,0.0,-0.0,nan,-0.0,0.0,0.0,nan
Total Assets,1842.0,1838.0,1814.0,nan,1887.0,1861.0,1814.0,nan
Total Liabilities,437.0,411.0,364.0,nan,417.0,398.0,364.0,nan
Total Equity,1405.0,1428.0,1450.0,nan,1470.0,1464.0,1450.0,nan
Net Income(Contr.),1379.0,1428.0,1450.0,nan,1470.0,1464.0,1450.0,nan
Net Income(Minor.),26.0,-0.0,-0.0,nan,-0.0,-0.0,-0.0,nan
Capital Stock,202.0,202.0,202.0,nan,202.0,202.0,202.0,nan
Total Debt/Equity,31.11,28.76,25.12,nan,28.36,27.19,25.12,nan
Reserve Ratio,619.35,643.64,654.74,nan,664.51,661.4,654.74,nan
Oper.Income Margin,-17.03,4.17,4.1,nan,7.15,3.49,-0.04,nan
Net Income Margin,21.46,4.2,3.86,nan,21.23,-2.23,-3.09,nan
ROA,2.55,1.76,1.92,nan,10.97,-1.05,-1.46,nan
ROE,4.44,2.3,2.44,nan,14.18,-1.34,-1.84,nan
EPS(KRW),151.0,77.0,83.0,nan,121.0,-12.0,-16.0,nan
BPS(KRW),3597.0,3540.0,3592.0,nan,3639.0,3624.0,3592.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,30.52,42.92,21.41,nan,nan,nan,nan,nan
PBR,1.28,0.94,0.49,nan,0.72,0.61,0.49,nan
Issued Shares,40342.0,40342.0,40342.0,nan,40342.0,40342.0,40342.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
