계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,27545.0,30650.0,37136.0,40956.0,9181.0,9046.0,11596.0,8225.0
Operating Income,1424.0,1814.0,2244.0,2502.0,685.0,525.0,727.0,428.0
Oper.Income(Rep.),1424.0,1814.0,2244.0,nan,685.0,525.0,727.0,nan
Net Income,1162.0,1403.0,1752.0,1973.0,527.0,447.0,517.0,316.0
Net Income(Contr.),1139.0,1378.0,1708.0,1931.0,516.0,436.0,502.0,316.0
Net Income(Minor.),23.0,25.0,44.0,nan,11.0,11.0,15.0,nan
Total Assets,26194.0,28431.0,33495.0,34556.0,28589.0,29353.0,33495.0,nan
Total Liabilities,11291.0,12507.0,16190.0,15585.0,12191.0,12548.0,16190.0,nan
Total Equity,14904.0,15923.0,17305.0,18971.0,16398.0,16805.0,17305.0,nan
Net Income(Contr.),14788.0,15799.0,17054.0,18775.0,16246.0,16653.0,17054.0,nan
Net Income(Minor.),116.0,124.0,251.0,196.0,152.0,152.0,251.0,nan
Capital Stock,137.0,137.0,137.0,140.0,137.0,137.0,137.0,nan
Total Debt/Equity,75.76,78.55,93.55,82.15,74.34,74.67,93.55,nan
Reserve Ratio,10685.25,11422.99,12338.14,nan,11749.01,12045.48,12338.14,nan
Oper.Income Margin,5.17,5.92,6.04,6.11,7.47,5.8,6.27,5.2
Net Income Margin,4.14,4.49,4.6,4.71,5.62,4.82,4.33,3.84
ROA,4.68,5.14,5.66,5.8,7.62,6.17,6.58,3.77
ROE,8.0,9.01,10.4,10.78,12.91,10.61,11.91,7.4
EPS(KRW),4154.0,5024.0,6228.0,7040.0,1880.0,1592.0,1830.0,1150.0
BPS(KRW),53926.0,57615.0,62191.0,68464.0,59245.0,60727.0,62191.0,nan
DPS(KRW),1140.0,1430.0,1780.0,1835.0,nan,nan,1780.0,nan
PER,22.99,42.1,20.25,16.9,nan,nan,nan,nan
PBR,1.77,3.67,2.03,1.74,2.77,2.57,2.03,nan
Issued Shares,27424.0,27424.0,27424.0,nan,27424.0,27424.0,27424.0,nan
Div Yield,1.19,0.68,1.41,nan,nan,nan,1.41,nan
