계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,20009.0,19669.0,19084.0,19398.0,4780.0,4541.0,4904.0,4727.0
Operating Income,-217.0,19.0,312.0,413.0,71.0,73.0,39.0,92.0
Oper.Income(Rep.),-217.0,19.0,312.0,nan,71.0,73.0,39.0,nan
Net Income,-713.0,-622.0,1511.0,340.0,135.0,930.0,-40.0,76.0
Net Income(Contr.),-713.0,-622.0,1511.0,340.0,135.0,930.0,-40.0,60.0
Net Income(Minor.),0.0,nan,nan,nan,nan,nan,nan,nan
Total Assets,10997.0,10515.0,10673.0,11599.0,10834.0,11912.0,10673.0,nan
Total Liabilities,6543.0,7087.0,7166.0,8015.0,6887.0,7298.0,7166.0,nan
Total Equity,4454.0,3428.0,3507.0,3584.0,3946.0,4614.0,3507.0,nan
Net Income(Contr.),4454.0,3428.0,3507.0,3584.0,3946.0,4614.0,3507.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,235.0,235.0,235.0,239.0,235.0,235.0,235.0,nan
Total Debt/Equity,146.88,206.77,204.35,223.65,174.51,158.17,204.35,nan
Reserve Ratio,3056.87,2501.13,2534.67,nan,2721.56,3005.26,2534.67,nan
Oper.Income Margin,-1.08,0.1,1.64,2.13,1.48,1.6,0.79,1.95
Net Income Margin,-3.56,-3.16,7.92,1.75,2.83,20.49,-0.81,1.27
ROA,-6.08,-5.78,14.27,3.05,5.06,32.73,-1.4,2.84
ROE,-13.37,-15.77,43.59,9.59,13.76,86.95,-3.91,6.87
EPS(KRW),-3031.0,-2641.0,6422.0,1444.0,575.0,3954.0,-168.0,256.0
BPS(KRW),31569.0,26011.0,26347.0,26674.0,28216.0,31053.0,26347.0,nan
DPS(KRW),800.0,4500.0,8530.0,3100.0,1580.0,6200.0,0.0,nan
PER,nan,nan,7.4,27.28,nan,nan,nan,nan
PBR,1.41,2.06,1.8,1.48,2.17,1.81,1.8,nan
Issued Shares,23534.0,23534.0,23534.0,nan,23534.0,23534.0,23534.0,nan
Div Yield,1.79,8.41,17.94,nan,2.58,11.01,0.0,nan
