계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4379.0,2847.0,4094.0,4287.0,973.0,1472.0,1083.0,1028.0
Operating Income,1239.0,289.0,972.0,1213.0,361.0,522.0,19.0,315.0
Oper.Income(Rep.),1239.0,289.0,972.0,nan,361.0,522.0,19.0,nan
Net Income,1062.0,340.0,1068.0,1090.0,331.0,356.0,221.0,294.0
Net Income(Contr.),1062.0,340.0,1068.0,1090.0,331.0,356.0,221.0,326.0
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,8331.0,8053.0,9868.0,10007.0,9479.0,9601.0,9868.0,nan
Total Liabilities,3485.0,2905.0,4202.0,3288.0,3862.0,3631.0,4202.0,nan
Total Equity,4846.0,5147.0,5666.0,6719.0,5616.0,5970.0,5666.0,nan
Net Income(Contr.),4846.0,5147.0,5666.0,6923.0,5616.0,5970.0,5666.0,nan
Net Income(Minor.),0.0,0.0,0.0,-204.0,0.0,0.0,0.0,nan
Capital Stock,241.0,241.0,241.0,241.0,241.0,241.0,241.0,nan
Total Debt/Equity,71.9,56.44,74.17,48.93,68.77,60.83,74.17,nan
Reserve Ratio,1939.86,2103.32,2455.26,nan,2297.72,2374.48,2455.26,nan
Oper.Income Margin,28.29,10.16,23.74,28.3,37.05,35.44,1.78,30.58
Net Income Margin,24.24,11.94,26.09,25.42,33.98,24.18,20.37,31.7
ROA,13.74,4.15,11.92,10.97,14.36,14.93,9.06,11.92
ROE,24.86,6.8,19.76,17.31,24.27,24.58,15.16,23.01
EPS(KRW),2200.0,705.0,2235.0,2305.0,685.0,750.0,467.0,690.0
BPS(KRW),10199.0,11017.0,13041.0,15702.0,11989.0,12629.0,13041.0,nan
DPS(KRW),193.0,50.0,287.0,253.0,nan,nan,287.0,nan
PER,4.82,48.53,13.18,15.6,nan,nan,nan,nan
PBR,1.04,3.1,2.26,2.29,3.12,2.12,2.26,nan
Issued Shares,48249.0,48249.0,47268.0,nan,48249.0,47268.0,47268.0,nan
Div Yield,1.82,0.15,0.97,nan,nan,nan,0.97,nan
