계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,894.0,1012.0,1077.0,nan,nan,nan,nan,nan
Operating Income,-17.0,21.0,38.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),-17.0,21.0,38.0,nan,nan,nan,0.0,nan
Net Income,-3.0,21.0,30.0,nan,nan,nan,nan,nan
Net Income(Contr.),-3.0,21.0,30.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1034.0,1061.0,1226.0,nan,nan,nan,1226.0,nan
Total Liabilities,386.0,397.0,452.0,nan,nan,nan,452.0,nan
Total Equity,648.0,664.0,774.0,nan,nan,nan,774.0,nan
Net Income(Contr.),648.0,664.0,774.0,nan,nan,nan,774.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,80.0,80.0,80.0,nan,nan,nan,80.0,nan
Total Debt/Equity,59.56,59.83,58.46,nan,nan,nan,58.46,nan
Reserve Ratio,713.84,733.58,868.66,nan,nan,nan,868.66,nan
Oper.Income Margin,-1.93,2.08,3.57,nan,nan,nan,nan,nan
Net Income Margin,-0.29,2.05,2.78,nan,nan,nan,nan,nan
ROA,-0.25,1.98,2.62,nan,nan,nan,nan,nan
ROE,-0.41,3.16,4.16,nan,nan,nan,nan,nan
EPS(KRW),-16.0,130.0,188.0,nan,nan,nan,0.0,nan
BPS(KRW),4069.0,4168.0,4843.0,nan,nan,nan,4843.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,23.49,14.97,nan,nan,nan,nan,nan
PBR,0.74,0.73,0.58,nan,nan,nan,0.58,nan
Issued Shares,15928.0,15928.0,15978.0,nan,nan,nan,15978.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
