계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,2182.0,2310.0,2038.0,nan,421.0,590.0,532.0,nan
Operating Income,105.0,107.0,50.0,nan,2.0,31.0,-6.0,nan
Oper.Income(Rep.),105.0,107.0,50.0,nan,2.0,31.0,-6.0,nan
Net Income,95.0,89.0,20.0,nan,-5.0,2.0,2.0,nan
Net Income(Contr.),97.0,88.0,36.0,nan,1.0,7.0,4.0,nan
Net Income(Minor.),-2.0,1.0,-16.0,nan,-6.0,-5.0,-2.0,nan
Total Assets,2359.0,2492.0,2561.0,nan,2474.0,2436.0,2561.0,nan
Total Liabilities,1394.0,1441.0,1505.0,nan,1413.0,1402.0,1505.0,nan
Total Equity,966.0,1051.0,1056.0,nan,1061.0,1034.0,1056.0,nan
Net Income(Contr.),920.0,997.0,1013.0,nan,1012.0,990.0,1013.0,nan
Net Income(Minor.),45.0,55.0,43.0,nan,49.0,44.0,43.0,nan
Capital Stock,72.0,72.0,72.0,nan,72.0,72.0,72.0,nan
Total Debt/Equity,144.33,137.04,142.59,nan,133.16,135.52,142.59,nan
Reserve Ratio,1189.93,1295.41,1356.31,nan,1316.41,1324.36,1356.31,nan
Oper.Income Margin,4.83,4.64,2.44,nan,0.52,5.25,-1.07,nan
Net Income Margin,4.46,3.82,1.76,nan,0.28,1.2,0.68,nan
ROA,4.1,3.68,0.79,nan,-0.86,0.37,0.32,nan
ROE,11.06,9.22,3.58,nan,0.47,2.82,1.44,nan
EPS(KRW),685.0,622.0,253.0,nan,8.0,50.0,25.0,nan
BPS(KRW),6568.0,7105.0,7415.0,nan,7212.0,7252.0,7415.0,nan
DPS(KRW),70.0,70.0,90.0,nan,nan,nan,90.0,nan
PER,8.73,10.22,14.79,nan,nan,nan,nan,nan
PBR,0.91,0.9,0.51,nan,0.65,0.63,0.51,nan
Issued Shares,14200.0,14200.0,14200.0,nan,14200.0,14200.0,14200.0,nan
Div Yield,1.17,1.1,2.4,nan,nan,nan,2.4,nan
