계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,612.0,781.0,690.0,nan,nan,nan,nan,nan
Operating Income,13.0,-80.0,-95.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),13.0,-80.0,-95.0,nan,nan,nan,0.0,nan
Net Income,1087.0,-209.0,131.0,nan,nan,nan,nan,nan
Net Income(Contr.),1087.0,-209.0,131.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,4987.0,4192.0,3969.0,nan,nan,nan,3969.0,nan
Total Liabilities,497.0,364.0,117.0,nan,nan,nan,117.0,nan
Total Equity,4490.0,3828.0,3851.0,nan,nan,nan,3851.0,nan
Net Income(Contr.),4490.0,3828.0,3851.0,nan,nan,nan,3851.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,133.0,133.0,133.0,nan,nan,nan,133.0,nan
Total Debt/Equity,11.08,9.52,3.05,nan,nan,nan,3.05,nan
Reserve Ratio,3953.32,3568.01,3585.91,nan,nan,nan,3585.91,nan
Oper.Income Margin,2.18,-10.24,-13.79,nan,nan,nan,nan,nan
Net Income Margin,177.43,-26.83,18.97,nan,nan,nan,nan,nan
ROA,24.98,-4.56,3.21,nan,nan,nan,nan,nan
ROE,27.34,-5.04,3.41,nan,nan,nan,nan,nan
EPS(KRW),8171.0,-1575.0,985.0,nan,nan,nan,0.0,nan
BPS(KRW),40533.0,36680.0,36859.0,nan,nan,nan,36859.0,nan
DPS(KRW),4000.0,1500.0,1000.0,nan,nan,nan,1000.0,nan
PER,2.07,nan,15.74,nan,nan,nan,nan,nan
PBR,0.42,0.64,0.42,nan,nan,nan,0.42,nan
Issued Shares,13300.0,13300.0,13300.0,nan,nan,nan,13300.0,nan
Div Yield,23.67,6.34,6.45,nan,nan,nan,6.45,nan
