계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,503.0,827.0,690.0,nan,nan,nan,nan,nan
Operating Income,14.0,63.0,6.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),14.0,63.0,6.0,nan,nan,nan,0.0,nan
Net Income,61.0,78.0,30.0,nan,nan,nan,nan,nan
Net Income(Contr.),61.0,78.0,30.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1133.0,1179.0,1126.0,nan,nan,nan,1126.0,nan
Total Liabilities,237.0,212.0,139.0,nan,nan,nan,139.0,nan
Total Equity,896.0,967.0,987.0,nan,nan,nan,987.0,nan
Net Income(Contr.),896.0,967.0,987.0,nan,nan,nan,987.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,42.0,42.0,42.0,nan,nan,nan,42.0,nan
Total Debt/Equity,26.47,21.92,14.1,nan,nan,nan,14.1,nan
Reserve Ratio,2032.8,2202.32,2250.39,nan,nan,nan,2250.39,nan
Oper.Income Margin,2.72,7.66,0.85,nan,nan,nan,nan,nan
Net Income Margin,12.07,9.46,4.35,nan,nan,nan,nan,nan
ROA,5.47,6.77,2.6,nan,nan,nan,nan,nan
ROE,6.98,8.4,3.07,nan,nan,nan,nan,nan
EPS(KRW),722.0,932.0,357.0,nan,nan,nan,0.0,nan
BPS(KRW),10664.0,11512.0,11752.0,nan,nan,nan,11752.0,nan
DPS(KRW),150.0,150.0,250.0,nan,nan,nan,250.0,nan
PER,17.37,18.54,125.52,nan,nan,nan,nan,nan
PBR,1.18,1.5,3.82,nan,nan,nan,3.82,nan
Issued Shares,8400.0,8400.0,8400.0,nan,nan,nan,8400.0,nan
Div Yield,1.2,0.87,0.56,nan,nan,nan,0.56,nan
