계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,14721.0,15720.0,15788.0,nan,3933.0,3532.0,4338.0,nan
Operating Income,526.0,507.0,579.0,nan,112.0,132.0,151.0,nan
Oper.Income(Rep.),526.0,507.0,579.0,nan,112.0,132.0,151.0,nan
Net Income,251.0,307.0,214.0,nan,55.0,54.0,-15.0,nan
Net Income(Contr.),251.0,307.0,214.0,nan,55.0,54.0,-15.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Total Assets,16674.0,17243.0,17030.0,nan,17115.0,17579.0,17030.0,nan
Total Liabilities,12402.0,12687.0,12283.0,nan,12403.0,12818.0,12283.0,nan
Total Equity,4272.0,4556.0,4747.0,nan,4712.0,4761.0,4747.0,nan
Net Income(Contr.),4272.0,4556.0,4747.0,nan,4712.0,4760.0,4747.0,nan
Net Income(Minor.),-0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,2452.0,2452.0,2452.0,nan,2452.0,2452.0,2452.0,nan
Total Debt/Equity,290.32,278.47,258.74,nan,263.23,269.25,258.74,nan
Reserve Ratio,74.19,85.76,93.56,nan,92.13,94.11,93.56,nan
Oper.Income Margin,3.57,3.22,3.67,nan,2.84,3.75,3.49,nan
Net Income Margin,1.71,1.95,1.36,nan,1.41,1.53,-0.34,nan
ROA,1.57,1.81,1.25,nan,1.28,1.25,-0.34,nan
ROE,5.95,6.95,4.6,nan,4.71,4.58,-1.23,nan
EPS(KRW),533.0,655.0,457.0,nan,118.0,116.0,-31.0,nan
BPS(KRW),9115.0,9721.0,10129.0,nan,10054.0,10158.0,10129.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,5.03,3.14,4.85,nan,nan,nan,nan,nan
PBR,0.29,0.21,0.22,nan,0.23,0.24,0.22,nan
Issued Shares,37859.0,37859.0,37859.0,nan,37859.0,37859.0,37859.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
