계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,4153.0,3903.0,3955.0,nan,nan,nan,nan,nan
Operating Income,114.0,107.0,94.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),114.0,107.0,94.0,nan,nan,nan,0.0,nan
Net Income,97.0,86.0,75.0,nan,nan,nan,nan,nan
Net Income(Contr.),97.0,86.0,75.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,1681.0,1618.0,1677.0,nan,nan,nan,1677.0,nan
Total Liabilities,646.0,539.0,555.0,nan,nan,nan,555.0,nan
Total Equity,1035.0,1079.0,1122.0,nan,nan,nan,1122.0,nan
Net Income(Contr.),1035.0,1079.0,1122.0,nan,nan,nan,1122.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,27.0,27.0,27.0,nan,nan,nan,27.0,nan
Total Debt/Equity,62.4,49.94,49.44,nan,nan,nan,49.44,nan
Reserve Ratio,3737.08,3898.66,4059.51,nan,nan,nan,4059.51,nan
Oper.Income Margin,2.74,2.75,2.39,nan,nan,nan,nan,nan
Net Income Margin,2.33,2.19,1.88,nan,nan,nan,nan,nan
ROA,5.85,5.19,4.53,nan,nan,nan,nan,nan
ROE,9.85,8.09,6.77,nan,nan,nan,nan,nan
EPS(KRW),358.0,317.0,276.0,nan,nan,nan,0.0,nan
BPS(KRW),3837.0,3999.0,4160.0,nan,nan,nan,4160.0,nan
DPS(KRW),130.0,120.0,120.0,nan,nan,nan,120.0,nan
PER,8.14,9.86,16.45,nan,nan,nan,nan,nan
PBR,0.76,0.78,1.09,nan,nan,nan,1.09,nan
Issued Shares,26980.0,26980.0,26980.0,nan,nan,nan,26980.0,nan
Div Yield,4.46,3.84,2.64,nan,nan,nan,2.64,nan
