계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,185828.0,84010.0,117002.0,102736.0,26634.0,35520.0,31549.0,27520.0
Operating Income,99494.0,5848.0,35128.0,18239.0,6444.0,14614.0,10001.0,6198.0
Oper.Income(Rep.),99494.0,5848.0,35128.0,nan,6444.0,14614.0,10001.0,nan
Net Income,101171.0,9687.0,37821.0,21477.0,6608.0,17385.0,8978.0,6347.0
Net Income(Contr.),101170.0,9686.0,37822.0,21392.0,6609.0,17385.0,8977.0,6667.0
Net Income(Minor.),2.0,1.0,-0.0,nan,-1.0,-0.0,1.0,nan
Total Assets,260667.0,257134.0,338486.0,336781.0,290589.0,296267.0,338486.0,nan
Total Liabilities,52855.0,42726.0,59930.0,55783.0,53832.0,54390.0,59930.0,nan
Total Equity,207811.0,214408.0,278555.0,280998.0,236757.0,241877.0,278555.0,nan
Net Income(Contr.),207795.0,214392.0,278539.0,278375.0,236743.0,241862.0,278539.0,nan
Net Income(Minor.),16.0,16.0,16.0,2623.0,14.0,14.0,16.0,nan
Capital Stock,24452.0,34452.0,44052.0,47932.0,37452.0,37452.0,44052.0,nan
Total Debt/Equity,25.43,19.93,21.51,19.85,22.74,22.49,21.51,nan
Reserve Ratio,749.81,522.29,532.3,nan,532.12,545.79,532.3,nan
Oper.Income Margin,53.54,6.96,30.02,17.75,24.19,41.14,31.7,22.52
Net Income Margin,54.44,11.53,32.33,20.82,24.81,48.94,28.46,24.23
ROA,46.05,3.74,12.7,6.36,9.35,23.7,11.32,7.5
ROE,64.98,4.59,15.35,7.68,11.5,29.06,13.8,9.57
EPS(KRW),20687.0,1632.0,4293.0,2428.0,882.0,2321.0,1019.0,757.0
BPS(KRW),42490.0,31115.0,31615.0,31596.0,31606.0,32290.0,31615.0,nan
DPS(KRW),1200.0,700.0,600.0,694.0,nan,nan,600.0,nan
PER,0.95,12.0,4.11,7.81,nan,nan,nan,nan
PBR,0.46,0.63,0.56,0.6,0.62,0.57,0.56,nan
Issued Shares,489040.0,689040.0,881040.0,nan,749040.0,749040.0,881040.0,nan
Div Yield,6.14,3.58,3.4,nan,nan,nan,3.4,nan
