계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,611.0,648.0,697.0,nan,151.0,185.0,218.0,nan
Operating Income,79.0,74.0,102.0,nan,15.0,26.0,41.0,nan
Oper.Income(Rep.),79.0,74.0,102.0,nan,15.0,26.0,41.0,nan
Net Income,70.0,74.0,107.0,nan,14.0,20.0,52.0,nan
Net Income(Contr.),70.0,74.0,107.0,nan,14.0,20.0,52.0,nan
Net Income(Minor.),-0.0,-0.0,0.0,nan,-0.0,-0.0,0.0,nan
Total Assets,573.0,630.0,769.0,nan,677.0,701.0,769.0,nan
Total Liabilities,83.0,79.0,119.0,nan,96.0,101.0,119.0,nan
Total Equity,490.0,551.0,651.0,nan,580.0,600.0,651.0,nan
Net Income(Contr.),490.0,551.0,650.0,nan,580.0,600.0,650.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,0.0,0.0,0.0,nan
Capital Stock,42.0,42.0,42.0,nan,42.0,42.0,42.0,nan
Total Debt/Equity,16.96,14.25,18.23,nan,16.63,16.91,18.23,nan
Reserve Ratio,1078.71,1225.72,1464.69,nan,1295.2,1342.46,1464.69,nan
Oper.Income Margin,12.93,11.46,14.65,nan,10.02,14.26,18.67,nan
Net Income Margin,11.55,11.42,15.33,nan,9.29,10.64,23.74,nan
ROA,12.93,12.28,15.27,nan,8.4,11.4,28.14,nan
ROE,15.55,14.22,17.78,nan,9.83,13.32,33.05,nan
EPS(KRW),848.0,890.0,1285.0,nan,169.0,236.0,621.0,nan
BPS(KRW),5894.0,6629.0,7823.0,nan,6976.0,7212.0,7823.0,nan
DPS(KRW),80.0,80.0,80.0,nan,nan,nan,80.0,nan
PER,6.14,15.69,3.98,nan,nan,nan,nan,nan
PBR,0.88,2.11,0.65,nan,1.19,0.81,0.65,nan
Issued Shares,8313.0,8313.0,8313.0,nan,8313.0,8313.0,8313.0,nan
Div Yield,1.54,0.57,1.56,nan,nan,nan,1.56,nan
