계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,1206.0,1423.0,2183.0,nan,515.0,598.0,574.0,nan
Operating Income,69.0,154.0,166.0,nan,51.0,49.0,7.0,nan
Oper.Income(Rep.),69.0,154.0,166.0,nan,51.0,49.0,7.0,nan
Net Income,61.0,112.0,166.0,nan,21.0,81.0,20.0,nan
Net Income(Contr.),61.0,109.0,160.0,nan,20.0,79.0,20.0,nan
Net Income(Minor.),-0.0,3.0,6.0,nan,1.0,2.0,0.0,nan
Total Assets,1059.0,1532.0,2700.0,nan,2209.0,2520.0,2700.0,nan
Total Liabilities,666.0,736.0,1117.0,nan,929.0,1122.0,1117.0,nan
Total Equity,393.0,796.0,1582.0,nan,1280.0,1399.0,1582.0,nan
Net Income(Contr.),384.0,785.0,1564.0,nan,1265.0,1381.0,1564.0,nan
Net Income(Minor.),9.0,12.0,18.0,nan,15.0,18.0,18.0,nan
Capital Stock,69.0,69.0,73.0,nan,69.0,73.0,73.0,nan
Total Debt/Equity,169.51,92.44,70.62,nan,72.57,80.17,70.62,nan
Reserve Ratio,485.21,1065.85,2180.76,nan,1761.91,1929.87,2180.76,nan
Oper.Income Margin,5.74,10.84,7.59,nan,9.99,8.27,1.2,nan
Net Income Margin,5.07,7.68,7.32,nan,3.89,13.26,3.49,nan
ROA,7.33,8.66,7.85,nan,4.28,13.68,3.14,nan
ROE,16.49,18.71,13.61,nan,7.49,23.96,5.44,nan
EPS(KRW),443.0,792.0,1134.0,nan,145.0,558.0,137.0,nan
BPS(KRW),2926.0,5829.0,11404.0,nan,9310.0,10149.0,11404.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,36.57,24.07,13.67,nan,nan,nan,nan,nan
PBR,5.54,3.27,1.36,nan,1.54,1.37,1.36,nan
Issued Shares,13805.0,13805.0,14572.0,nan,13805.0,14572.0,14572.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
