계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,626.0,476.0,544.0,nan,nan,nan,nan,nan
Operating Income,20.0,-72.0,-4.0,nan,nan,nan,nan,nan
Oper.Income(Rep.),20.0,-72.0,-4.0,nan,nan,nan,0.0,nan
Net Income,4.0,-95.0,-29.0,nan,nan,nan,nan,nan
Net Income(Contr.),4.0,-95.0,-29.0,nan,nan,nan,nan,nan
Net Income(Minor.),nan,nan,nan,nan,nan,nan,nan,nan
Total Assets,833.0,802.0,721.0,nan,nan,nan,721.0,nan
Total Liabilities,593.0,517.0,465.0,nan,nan,nan,465.0,nan
Total Equity,240.0,285.0,255.0,nan,nan,nan,255.0,nan
Net Income(Contr.),240.0,285.0,255.0,nan,nan,nan,255.0,nan
Net Income(Minor.),0.0,0.0,0.0,nan,nan,nan,0.0,nan
Capital Stock,360.0,475.0,475.0,nan,nan,nan,475.0,nan
Total Debt/Equity,247.62,181.67,182.4,nan,nan,nan,182.4,nan
Reserve Ratio,nan,nan,nan,nan,nan,nan,nan,nan
Oper.Income Margin,3.15,-15.15,-0.7,nan,nan,nan,nan,nan
Net Income Margin,0.59,-20.04,-5.41,nan,nan,nan,nan,nan
ROA,0.43,-11.68,-3.86,nan,nan,nan,nan,nan
ROE,1.54,-36.42,-10.89,nan,nan,nan,nan,nan
EPS(KRW),5.0,-130.0,-31.0,nan,nan,nan,0.0,nan
BPS(KRW),333.0,300.0,269.0,nan,nan,nan,269.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,170.49,nan,nan,nan,nan,nan,nan,nan
PBR,2.63,2.47,2.04,nan,nan,nan,2.04,nan
Issued Shares,72000.0,95000.0,95000.0,nan,nan,nan,95000.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
