계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,101.0,85.0,57.0,nan,16.0,18.0,11.0,nan
Operating Income,-21.0,-37.0,-36.0,nan,-10.0,-3.0,-13.0,nan
Oper.Income(Rep.),-21.0,-37.0,-36.0,nan,-10.0,-3.0,-13.0,nan
Net Income,-14.0,-55.0,-49.0,nan,-8.0,-4.0,-26.0,nan
Net Income(Contr.),-12.0,-55.0,-47.0,nan,-7.0,-6.0,-23.0,nan
Net Income(Minor.),-3.0,-0.0,-2.0,nan,-1.0,2.0,-2.0,nan
Total Assets,149.0,120.0,183.0,nan,135.0,125.0,183.0,nan
Total Liabilities,38.0,62.0,63.0,nan,96.0,90.0,63.0,nan
Total Equity,111.0,58.0,121.0,nan,39.0,35.0,121.0,nan
Net Income(Contr.),110.0,57.0,122.0,nan,40.0,34.0,122.0,nan
Net Income(Minor.),1.0,1.0,-1.0,nan,-1.0,1.0,-1.0,nan
Capital Stock,35.0,35.0,50.0,nan,35.0,35.0,50.0,nan
Total Debt/Equity,34.57,107.38,52.06,nan,244.01,258.93,52.06,nan
Reserve Ratio,246.76,90.28,167.57,nan,40.92,23.35,167.57,nan
Oper.Income Margin,-20.7,-43.35,-63.6,nan,-60.91,-16.05,-117.22,nan
Net Income Margin,-11.43,-64.69,-82.6,nan,-44.71,-34.06,-216.47,nan
ROA,-8.79,-40.95,-32.24,nan,-23.69,-13.39,-66.43,nan
ROE,-10.03,-65.66,-52.41,nan,-64.39,-66.67,-120.12,nan
EPS(KRW),-166.0,-788.0,-626.0,nan,-100.0,-88.0,-259.0,nan
BPS(KRW),1734.0,951.0,1338.0,nan,705.0,617.0,1338.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,nan,nan,nan,nan,nan,nan,nan
PBR,4.23,5.4,3.54,nan,5.48,5.81,3.54,nan
Issued Shares,6961.0,6971.0,10039.0,nan,6971.0,6971.0,10039.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
