계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,14049.0,11337.0,11116.0,13065.0,2916.0,2898.0,2755.0,3137.0
Operating Income,1479.0,321.0,954.0,1174.0,350.0,205.0,125.0,224.0
Oper.Income(Rep.),1479.0,321.0,954.0,nan,350.0,205.0,125.0,nan
Net Income,1268.0,163.0,762.0,912.0,271.0,198.0,76.0,181.0
Net Income(Contr.),1243.0,163.0,762.0,912.0,271.0,198.0,76.0,181.0
Net Income(Minor.),25.0,nan,nan,nan,nan,nan,nan,nan
Total Assets,14893.0,12591.0,13648.0,14568.0,13172.0,13248.0,13648.0,nan
Total Liabilities,5877.0,3560.0,3525.0,3673.0,3538.0,3458.0,3525.0,nan
Total Equity,9016.0,9031.0,10123.0,10894.0,9634.0,9791.0,10123.0,nan
Net Income(Contr.),9016.0,9031.0,10123.0,10894.0,9634.0,9791.0,10123.0,nan
Net Income(Minor.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
Capital Stock,338.0,338.0,338.0,340.0,338.0,338.0,338.0,nan
Total Debt/Equity,65.19,39.42,34.83,33.72,36.72,35.31,34.83,nan
Reserve Ratio,2577.83,2582.44,2905.0,nan,2760.67,2806.98,2905.0,nan
Oper.Income Margin,10.53,2.83,8.59,8.99,12.01,7.06,4.52,7.16
Net Income Margin,8.85,1.43,6.86,6.98,9.31,6.84,2.76,5.75
ROA,8.94,1.18,5.81,6.47,8.41,6.01,2.26,5.29
ROE,13.1,1.8,7.96,8.68,11.52,8.17,3.05,7.13
EPS(KRW),14550.0,2403.0,11265.0,13478.0,4011.0,2931.0,1122.0,2667.0
BPS(KRW),133892.0,134122.0,150250.0,161652.0,143033.0,145349.0,150250.0,nan
DPS(KRW),2000.0,1600.0,1800.0,1889.0,nan,nan,1800.0,nan
PER,5.59,28.21,6.42,5.88,nan,nan,nan,nan
PBR,0.61,0.51,0.48,0.49,0.71,0.54,0.48,nan
Issued Shares,6768.0,6768.0,6768.0,nan,6768.0,6768.0,6768.0,nan
Div Yield,2.46,2.36,2.49,nan,nan,nan,2.49,nan
