계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,163.0,251.0,508.0,nan,78.0,99.0,267.0,nan
Operating Income,7.0,13.0,1.0,nan,1.0,-1.0,-0.0,nan
Oper.Income(Rep.),7.0,13.0,1.0,nan,1.0,-1.0,-0.0,nan
Net Income,-6.0,14.0,16.0,nan,5.0,1.0,9.0,nan
Net Income(Contr.),-6.0,14.0,13.0,nan,5.0,1.0,6.0,nan
Net Income(Minor.),nan,nan,3.0,nan,nan,nan,3.0,nan
Total Assets,306.0,456.0,840.0,nan,497.0,489.0,840.0,nan
Total Liabilities,94.0,80.0,380.0,nan,114.0,105.0,380.0,nan
Total Equity,211.0,375.0,460.0,nan,383.0,384.0,460.0,nan
Net Income(Contr.),211.0,375.0,412.0,nan,383.0,384.0,412.0,nan
Net Income(Minor.),0.0,0.0,48.0,nan,0.0,0.0,48.0,nan
Capital Stock,8.0,10.0,10.0,nan,10.0,10.0,10.0,nan
Total Debt/Equity,44.45,21.38,82.51,nan,29.9,27.49,82.51,nan
Reserve Ratio,2454.94,3727.7,4104.23,nan,3804.59,3811.99,4104.23,nan
Oper.Income Margin,4.21,5.36,0.2,nan,1.02,-0.67,-0.12,nan
Net Income Margin,-3.45,5.6,2.65,nan,6.03,0.57,2.31,nan
ROA,-2.34,3.7,2.49,nan,3.84,0.45,5.32,nan
ROE,-4.57,4.8,3.42,nan,4.97,0.58,6.2,nan
EPS(KRW),-66.0,153.0,137.0,nan,48.0,6.0,63.0,nan
BPS(KRW),2520.0,3828.0,4204.0,nan,3905.0,3912.0,4204.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,73.06,43.52,nan,nan,nan,nan,nan
PBR,nan,2.93,1.42,nan,1.61,1.18,1.42,nan
Issued Shares,8404.0,9805.0,9805.0,nan,9805.0,9805.0,9805.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
