계정,2022/12,2023/12,2024/12,2025/12(E),2024/06,2024/09,2024/12,2025/03(E)
Sales,7439.0,7732.0,7334.0,nan,1751.0,1963.0,1680.0,nan
Operating Income,-391.0,156.0,24.0,nan,15.0,-84.0,80.0,nan
Oper.Income(Rep.),-391.0,156.0,24.0,nan,15.0,-84.0,80.0,nan
Net Income,-497.0,161.0,100.0,nan,16.0,-98.0,138.0,nan
Net Income(Contr.),-495.0,164.0,108.0,nan,18.0,-95.0,140.0,nan
Net Income(Minor.),-2.0,-3.0,-9.0,nan,-2.0,-2.0,-3.0,nan
Total Assets,3154.0,3852.0,4161.0,nan,4049.0,3624.0,4161.0,nan
Total Liabilities,1458.0,1920.0,1981.0,nan,1971.0,1680.0,1981.0,nan
Total Equity,1696.0,1932.0,2180.0,nan,2078.0,1944.0,2180.0,nan
Net Income(Contr.),1673.0,1912.0,2163.0,nan,2062.0,1925.0,2163.0,nan
Net Income(Minor.),23.0,20.0,16.0,nan,16.0,19.0,16.0,nan
Capital Stock,174.0,181.0,185.0,nan,185.0,185.0,185.0,nan
Total Debt/Equity,86.0,99.4,90.9,nan,94.83,86.45,90.9,nan
Reserve Ratio,859.25,957.64,1067.04,nan,1012.34,938.34,1067.04,nan
Oper.Income Margin,-5.26,2.02,0.33,nan,0.87,-4.27,4.78,nan
Net Income Margin,-6.65,2.13,1.48,nan,1.03,-4.86,8.36,nan
ROA,-12.98,4.61,2.49,nan,1.66,-10.19,14.14,nan
ROE,-26.07,9.17,5.32,nan,3.56,-19.14,27.47,nan
EPS(KRW),-1437.0,460.0,296.0,nan,49.0,-261.0,383.0,nan
BPS(KRW),4861.0,5357.0,5909.0,nan,5632.0,5258.0,5909.0,nan
DPS(KRW),nan,nan,nan,nan,nan,nan,nan,nan
PER,nan,14.48,20.44,nan,nan,nan,nan,nan
PBR,0.9,1.25,1.02,nan,1.19,1.03,1.02,nan
Issued Shares,34421.0,35691.0,36611.0,nan,36611.0,36611.0,36611.0,nan
Div Yield,nan,nan,nan,nan,nan,nan,nan,nan
